exposure.id	exposure.trait	exposure.sample_size	exposure.sex	exposure.note	year	author	consortium	outcome.id	outcome.sample_size	N_case	outcome.year	outcome.nsnp	mr.pval	mr.b	mr.se	mr.method	mr.moescore
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1165	37954.0	2900	2015.0	12940150	3.6066414432610293e-66	-0.8622023964386719	0.0501798384457899	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.618629223837264	-0.00928805162821298	0.0186584230786294	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	3.07141403830643e-7	0.48834086250679404	0.0953974946923542	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ukb-a-55	337159.0	7480	2017.0	10894596	0.48005244637213296	-0.00419349666341518	0.00593796165543079	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0595321911761707	0.0970449993983478	0.0515034573311929	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1168	33832.0	15748	2015.0	13011123	0.7674824856105709	-0.0180297319552538	0.06097934167723	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1164	23059.0	1333	2015.0	8714606	0.274516344498506	-0.5238073531025421	0.479360590286251	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1134	21814.0	4226	2017.0	10680257	0.9921724121212371	-0.00432737453126219	0.4410924534094571	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1163	6881.0	920	2015.0	8828662	0.0264536905067687	-1.2611332083465	0.568209624946155	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1167	22286.0	4202	2015.0	13011123	0.9294291194681809	0.00894889936614973	0.101045440191432	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1132	83691.0	38197	2017.0	10680257	0.3536462328764679	-0.0408974007866857	0.0440923310334293	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1135	55149.0	9655	2017.0	10680257	0.00408801301383258	0.621517145484193	0.21645926148366199	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ukb-d-C3_BREAST_3	361194.0	9721	2018.0	13217865	0.0308708961831651	-0.0076418329630891	0.00353996227396285	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ukb-b-16890	462933.0	10303	2018.0	9851867	3.36287046100442e-6	-0.00403525421824881	8.682983904547e-4	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1166	21695.0	3611	2015.0	13011123	0.575949110420443	0.13251114376478898	0.236918301568467	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1133	69970.0	27078	2017.0	10680257	0.773736333364452	0.0323819390999042	0.112636327560066	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1131	32498.0	14910	2017.0	10680257	0.0976802946710417	0.377328461347889	0.227827136692201	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1136	50225.0	7333	2017.0	10680257	0.7392233789304109	0.10004853587351199	0.300552581726462	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1129	106776.0	61282	2017.0	10680257	0.00102503551321256	0.113552903808689	0.0345822165419725	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1130	89677.0	46785	2017.0	10680257	0.893383856369364	-0.0128008258175613	0.0955116786518377	FE IVW	1
met-a-558	1-arachidonoylglycerophosphocholine*	7507.0	Males and Females	NA	2014	Shin	NA	ieu-a-1137	22068.0	4480	2017.0	10680257	0.0426783906458517	0.892253615806687	0.440218245088547	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1165	37954.0	2900	2015.0	12940150	0.5855702771733541	-0.343771908985755	0.630465914104646	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.690790733318463	0.0801558145480979	0.201506786700638	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0160972070719381	0.7548901652688041	0.313661396720979	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ukb-a-55	337159.0	7480	2017.0	10894596	0.5502432220815239	-0.004967364473576021	0.008315032147696579	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0798541893641383	0.231744491705679	0.132309541445441	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1168	33832.0	15748	2015.0	13011123	0.117714750404795	0.363756830179307	0.232515982076511	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1164	23059.0	1333	2015.0	8714606	0.0826279186437347	-0.42787982937542995	0.246526008097983	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1134	21814.0	4226	2017.0	10680257	0.0498515448822284	-0.359429246618394	0.18326673509624	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1160	50225.0	7333	2015.0	195514	0.5	1.52040816326531	1.52040816326531	Wald ratio	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1162	89677.0	46785	2015.0	195514	0.5	0.6632653061224489	0.6632653061224489	Wald ratio	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1163	6881.0	920	2015.0	8828662	0.629173748649714	-0.5341651788274929	1.10618367029217	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1167	22286.0	4202	2015.0	13011123	0.14426478177941698	0.404818562265829	0.27725551059536496	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1132	83691.0	38197	2017.0	10680257	0.9100725710666802	0.0234001306083916	0.20717796680761397	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1135	55149.0	9655	2017.0	10680257	0.0408051674321671	0.8444566865848	0.412835452747992	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ukb-d-C3_BREAST_3	361194.0	9721	2018.0	13217865	0.229967194060853	-0.00790715418229433	0.00658686147629245	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ukb-b-16890	462933.0	10303	2018.0	9851867	0.39126761360806206	-0.0060936395045027205	0.007107770475079001	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1166	21695.0	3611	2015.0	13011123	0.261715902103291	0.5118023111692991	0.45601169191528707	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1133	69970.0	27078	2017.0	10680257	0.48376400229296	0.225682731589579	0.322283500247673	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1131	32498.0	14910	2017.0	10680257	0.229698998764563	0.528821781844452	0.44026854938331894	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1136	50225.0	7333	2017.0	10680257	0.0019520745475742898	0.19859343653836198	0.0641155829902851	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1129	106776.0	61282	2017.0	10680257	7.935606423780638e-54	0.21104825093111998	0.0136629633514191	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1130	89677.0	46785	2017.0	10680257	0.5633250278866601	0.157785011662418	0.273027063105163	FE IVW	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1161	69970.0	27078	2015.0	195514	0.5	0.697278911564626	0.697278911564626	Wald ratio	1
met-a-682	1-arachidonoylglycerophosphoethanolamine*	7798.0	Males and Females	NA	2014	Shin	NA	ieu-a-1137	22068.0	4480	2017.0	10680257	0.00996519821087046	1.56647673645995	0.607860193766751	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1165	37954.0	2900	2015.0	12940150	0.910303113154165	0.0977840313614029	0.8679861003297509	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.969982172471645	0.00921495949842838	0.24487911423908	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	3.89059524454601e-5	0.165536987718726	0.0402386280363391	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ukb-a-55	337159.0	7480	2017.0	10894596	0.645332264720191	0.004589157037910879	0.00997087284924331	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.3741294694003449	0.0644294600640817	0.0724932584170171	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1168	33832.0	15748	2015.0	13011123	0.599593194592252	0.137067827024898	0.261088731725463	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1164	23059.0	1333	2015.0	8714606	0.833759561665229	-0.270966871115682	1.29104222574213	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1134	21814.0	4226	2017.0	10680257	0.966714221196866	0.0623942215084712	1.4952013470718601	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1163	6881.0	920	2015.0	8828662	0.0720835533385476	2.79648893544138	1.55482287036443	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1167	22286.0	4202	2015.0	13011123	0.225494624150846	0.365182237590025	0.301293944841005	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1132	83691.0	38197	2017.0	10680257	0.766976463411991	-0.0657969299946682	0.22203779790369396	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1135	55149.0	9655	2017.0	10680257	0.00378413580943645	1.21625112644092	0.42003172473097206	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ukb-d-C3_BREAST_3	361194.0	9721	2018.0	13217865	0.6539245727417571	-0.00293729407727093	0.006551826815297521	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ukb-b-16890	462933.0	10303	2018.0	9851867	0.8569637016076159	0.0010987940939831	0.0060962636281501606	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1166	21695.0	3611	2015.0	13011123	0.951530397658302	0.0347313425062554	0.5713796930551049	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1133	69970.0	27078	2017.0	10680257	0.0145813200797842	0.13454025119798	0.0550804369451731	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1131	32498.0	14910	2017.0	10680257	3.78744273166219e-4	-0.7206244144555791	0.20273761606618804	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1136	50225.0	7333	2017.0	10680257	9.72131652478567e-5	-0.9446209310478421	0.24236932061320302	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1129	106776.0	61282	2017.0	10680257	2.356485150509e-25	0.320296738660803	0.0307834334681198	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1130	89677.0	46785	2017.0	10680257	0.960841791408296	0.013241108670935	0.269691428194031	FE IVW	1
met-a-427	2-hydroxyisobutyrate	6539.0	Males and Females	NA	2014	Shin	NA	ieu-a-1137	22068.0	4480	2017.0	10680257	0.250969945710285	-1.01245729831488	0.8819340161175581	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1165	37954.0	2900	2015.0	12940150	0.241387873847575	0.7066315045868391	0.603172440218399	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.005885373729479729	-0.7161830850216429	0.260042489190736	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.7623518271821159	-0.09169237337189899	0.30322166706274395	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ukb-a-55	337159.0	7480	2017.0	10894596	0.43586181884574304	-0.00962473546338265	0.012352070776753	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	1.55379684366604e-4	-0.734018926954917	0.19406630510547002	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1168	33832.0	15748	2015.0	13011123	0.0045572132298308705	-0.5052074588537971	0.178092369113275	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1164	23059.0	1333	2015.0	8714606	0.729252382080788	0.41970354865605497	1.21259477742785	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1134	21814.0	4226	2017.0	10680257	0.0027599979816038	-1.3238310742716002	0.442268257755466	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1160	50225.0	7333	2015.0	195514	0.5	2.43668122270742	2.43668122270742	Wald ratio	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1162	89677.0	46785	2015.0	195514	0.5	0.0655021834061135	0.0655021834061135	Wald ratio	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1163	6881.0	920	2015.0	8828662	0.530345868874859	0.492078273983359	0.784215818862375	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1167	22286.0	4202	2015.0	13011123	0.0558779909374258	-0.5953710260674089	0.311388801428644	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1132	83691.0	38197	2017.0	10680257	8.56929405806016e-6	-0.68412713412621	0.15372109733489	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1135	55149.0	9655	2017.0	10680257	0.19358730918032002	0.21039263252881102	0.16183552485555702	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ukb-d-C3_BREAST_3	361194.0	9721	2018.0	13217865	0.0416564983521061	-0.0236278208689607	0.0115996898174126	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ukb-b-16890	462933.0	10303	2018.0	9851867	0.0449694137889971	-0.0187820180560882	0.00936786829045328	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1166	21695.0	3611	2015.0	13011123	0.805436484067014	0.143723656965874	0.58348948805147	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1133	69970.0	27078	2017.0	10680257	0.0972818095955478	-0.662741119026667	0.399680640603738	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1131	32498.0	14910	2017.0	10680257	4.7169442850008495e-7	-1.50386671968627	0.29853536767046696	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1136	50225.0	7333	2017.0	10680257	0.815269015780423	-0.15306577265085	0.655151546071942	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1129	106776.0	61282	2017.0	10680257	2.8318861947444495e-50	-0.651601442206722	0.0437019206603151	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1130	89677.0	46785	2017.0	10680257	0.075563803285979	-0.594899738812071	0.334772488197716	FE IVW	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1161	69970.0	27078	2015.0	195514	0.5	-0.17467248908296898	-0.17467248908296898	Wald ratio	1
met-a-500	3-dehydrocarnitine*	7809.0	Males and Females	NA	2014	Shin	NA	ieu-a-1137	22068.0	4480	2017.0	10680257	2.2398389569315898e-46	-0.805545363723746	0.0563382521809433	FE IVW	1
met-a-383	3-methyl-2-oxovalerate	7779.0	Males and Females	NA	2014	Shin	NA	ieu-a-1165	37954.0	2900	2015.0	12940150	0.905717317762116	-0.16208078024252498	1.36843817190891	FE IVW	1
met-a-383	3-methyl-2-oxovalerate	7779.0	Males and Females	NA	2014	Shin	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.6787924861440601	0.15390439572977999	0.371649697049174	FE IVW	1
met-a-383	3-methyl-2-oxovalerate	7779.0	Males and Females	NA	2014	Shin	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.366703696934253	-0.28036644170139	0.310598538440154	FE IVW	1
met-a-383	3-methyl-2-oxovalerate	7779.0	Males and Females	NA	2014	Shin	NA	ukb-a-55	337159.0	7480	2017.0	10894596	0.36981906816764204	-0.00762112397529267	0.008498014279697541	FE IVW	1
met-a-383	3-methyl-2-oxovalerate	7779.0	Males and Females	NA	2014	Shin	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.676657314238085	0.129913743806734	0.311522206292427	FE IVW	1
met-a-383	3-methyl-2-oxovalerate	7779.0	Males and Females	NA	2014	Shin	NA	ieu-a-1168	33832.0	15748	2015.0	13011123	2.5524722800382204e-4	0.85616359684871	0.23412042130550897	FE IVW	1
met-a-383	3-methyl-2-oxovalerate	7779.0	Males and Females	NA	2014	Shin	NA	ieu-a-1164	23059.0	1333	2015.0	8714606	1.40717845450638e-4	3.06767456470007	0.805818924231695	FE IVW	1
met-a-383	3-methyl-2-oxovalerate	7779.0	Males and Females	NA	2014	Shin	NA	ieu-a-1134	21814.0	4226	2017.0	10680257	0.868387043091048	0.24875189424748498	1.5011493305758898	FE IVW	1
met-a-383	3-methyl-2-oxovalerate	7779.0	Males and Females	NA	2014	Shin	NA	ieu-a-1160	50225.0	7333	2015.0	195514	0.5	-0.21	-0.21	Wald ratio	1
met-a-383	3-methyl-2-oxovalerate	7779.0	Males and Females	NA	2014	Shin	NA	ieu-a-1162	89677.0	46785	2015.0	195514	0.5	-0.75	-0.75	Wald ratio	1
met-a-383	3-methyl-2-oxovalerate	7779.0	Males and Females	NA	2014	Shin	NA	ieu-a-1163	6881.0	920	2015.0	8828662	0.88795703872398	-0.345089356179893	2.4493574101954	FE IVW	1
met-a-383	3-methyl-2-oxovalerate	7779.0	Males and Females	NA	2014	Shin	NA	ieu-a-1167	22286.0	4202	2015.0	13011123	4.80568520964132e-31	1.41737926062456	0.122326706570688	FE IVW	1
met-a-383	3-methyl-2-oxovalerate	7779.0	Males and Females	NA	2014	Shin	NA	ieu-a-1132	83691.0	38197	2017.0	10680257	0.0990089375988963	-0.8456731546370431	0.512629415453961	FE IVW	1
met-a-383	3-methyl-2-oxovalerate	7779.0	Males and Females	NA	2014	Shin	NA	ieu-a-1135	55149.0	9655	2017.0	10680257	8.78238824383737e-5	0.34239163799057104	0.0873006853503618	FE IVW	1
met-a-383	3-methyl-2-oxovalerate	7779.0	Males and Females	NA	2014	Shin	NA	ukb-d-C3_BREAST_3	361194.0	9721	2018.0	13217865	0.17281249625345801	-0.0254311810976345	0.018655198914715	FE IVW	1
