id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	lo_ci	up_ci	or	or_lci95	or_uci95	OR_CI	effect_direction	exposure_name	exposure_cat
ukb-a-35	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Comparative height size at age 10	Inverse variance weighted	342	0.12758726290578332	0.04630342650195948	0.0058609580239502215	0.03683254696194273	0.21834197884962392	1.1360840019069733	1.0375192705371608	1.2440124208206074	1.136 [1.038:1.244]	positive	height size at age 10 (M/F) Neale Lab/2017 [332K]	Antrophometric
ukb-a-35	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Comparative height size at age 10	MR Egger	342	0.24432888999709784	0.11515195121603926	0.034577760098249144	0.018631065613660902	0.4700267143805348	1.2767641764103825	1.0188057068145007	1.6000369366420208	1.277 [1.019:1.6]	positive	height size at age 10 (M/F) Neale Lab/2017 [332K]	Antrophometric
ukb-a-35	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Comparative height size at age 10	Weighted median	342	0.059990434594133696	0.041923900138258904	0.1524484446310648	-0.022180409676853752	0.14216127886512114	1.0618263896964055	0.978063766965273	1.152762549781414	1.062 [0.978:1.153]	overlaps null	height size at age 10 (M/F) Neale Lab/2017 [332K]	Antrophometric
ieu-a-85	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Extreme body mass index	Inverse variance weighted	7	-0.13461173467284762	0.02401872196580636	2.0891686694294903e-8	-0.18168842972582808	-0.08753503961986717	0.8740552111471696	0.833861106279478	0.9161867682523486	0.874 [0.834:0.916]	negative	Extreme body mass index (M/F) Berndt SI/2013 [ 16K]	Antrophometric
ieu-a-85	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Extreme body mass index	MR Egger	7	-0.1875258530021132	0.11971100700271742	0.1780142507323495	-0.42215942672743934	0.047107720723212954	0.829007685565906	0.655629506194385	1.0482349196217826	0.829 [0.656:1.048]	overlaps null	Extreme body mass index (M/F) Berndt SI/2013 [ 16K]	Antrophometric
ieu-a-85	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Extreme body mass index	Weighted median	7	-0.14551017728043025	0.020139603957461946	5.008201956549427e-13	-0.18498380103705567	-0.10603655352380484	0.8645810909449607	0.8311177469886668	0.8993917715365203	0.865 [0.831:0.899]	negative	Extreme body mass index (M/F) Berndt SI/2013 [ 16K]	Antrophometric
ieu-a-1034	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Height	Inverse variance weighted	4	0.22512377938622752	0.14787722359675434	0.12791651511101387	-0.064715578863411	0.5149631376358661	1.252477737523058	0.9373340230762071	1.673576808662732	1.252 [0.937:1.674]	overlaps null	Height (M/F) Cousminer/2013 [ 13K]	Antrophometric
ieu-a-1034	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Height	MR Egger	4	-3.3197267666425283	3.3254906110570697	0.4233174302087913	-9.837688364314385	3.1982348310293283	0.036162711263292964	5.340061130981075e-5	24.489264333047768	0.036 [0:24.489]	overlaps null	Height (M/F) Cousminer/2013 [ 13K]	Antrophometric
ieu-a-1034	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Height	Weighted median	4	0.06932574065209245	0.06494526259179603	0.2857692357440619	-0.057966974027827786	0.19661845533201266	1.0717852763273883	0.943681112908335	1.2172795055862882	1.072 [0.944:1.217]	overlaps null	Height (M/F) Cousminer/2013 [ 13K]	Antrophometric
ieu-a-51	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Hip circumference	Inverse variance weighted	16	-0.31412131012400163	0.1088746872004735	0.00391210013722335	-0.5275156970369297	-0.10072692321107357	0.7304304141805283	0.5900690606183336	0.9041799097225218	0.73 [0.59:0.904]	negative	Hip circumference (F) Shungin D/2015 [127K]	Antrophometric
ieu-a-51	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Hip circumference	MR Egger	16	-1.0640211217917754	0.31998539410178584	0.005004758058235328	-1.6911924942312757	-0.43684974935227516	0.3450654665654775	0.1842996166702366	0.6460684963284564	0.345 [0.184:0.646]	negative	Hip circumference (F) Shungin D/2015 [127K]	Antrophometric
ieu-a-51	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Hip circumference	Weighted median	16	-0.4544526905452829	0.08785314125996521	2.305280515441326e-7	-0.6266448474148147	-0.2822605336757511	0.634795302360646	0.5343817288262608	0.7540771964345299	0.635 [0.534:0.754]	negative	Hip circumference (F) Shungin D/2015 [127K]	Antrophometric
ukb-a-388	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Hip circumference	Inverse variance weighted	261	-0.11176795914952614	0.042477321815942645	0.008507434167542873	-0.1950235099087737	-0.028512408390278562	0.8942517363610836	0.8228153135156667	0.9718902344779788	0.894 [0.823:0.972]	negative	Hip circumference (M/F) Neale Lab/2017 [336K]	Antrophometric
ukb-a-388	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Hip circumference	MR Egger	261	-0.37673722133257964	0.12360012489823495	0.002541876423951964	-0.6189934661331201	-0.13448097653203914	0.686096341692109	0.5384861694796215	0.874169508454032	0.686 [0.538:0.874]	negative	Hip circumference (M/F) Neale Lab/2017 [336K]	Antrophometric
ukb-a-388	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Hip circumference	Weighted median	261	-0.12769331101263182	0.03944774087508365	0.0012078296299306264	-0.20501088312779578	-0.05037573889746785	0.8801232618694406	0.8146384505488058	0.9508720777442554	0.88 [0.815:0.951]	negative	Hip circumference (M/F) Neale Lab/2017 [336K]	Antrophometric
ieu-a-101	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Hip circumference	Inverse variance weighted	5	0.3043390954904184	0.1912519386418483	0.11154221145863016	-0.07051470424760431	0.6791928952284411	1.3557286996420188	0.9319140363303168	1.9722852488312133	1.356 [0.932:1.972]	overlaps null	Hip circumference (F) Randall JC/2013 [ 73K] AdjBMI	Antrophometric
ieu-a-101	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Hip circumference	MR Egger	5	2.2987763309454166	1.6980440520740578	0.2687664770865245	-1.029390011119737	5.62694267301057	9.96198482085563	0.35722479727750145	277.81145745563913	9.962 [0.357:277.811]	overlaps null	Hip circumference (F) Randall JC/2013 [ 73K] AdjBMI	Antrophometric
ieu-a-101	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Hip circumference	Weighted median	5	0.1336031229985019	0.10977373020031812	0.22357477940076803	-0.08155338819412161	0.34875963419112543	1.142939123367616	0.921683501522629	1.417308476897221	1.143 [0.922:1.417]	overlaps null	Hip circumference (F) Randall JC/2013 [ 73K] AdjBMI	Antrophometric
ukb-a-269	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Impedance of whole body	Inverse variance weighted	333	0.16803665122590014	0.04911356193905559	6.230191456359353e-4	0.07177406982535119	0.2642992326264491	1.1829799675192896	1.0744125744197688	1.3025178938432485	1.183 [1.074:1.303]	positive	Impedance of whole body (M/F) Neale Lab/2017 [331K]	Antrophometric
ukb-a-269	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Impedance of whole body	MR Egger	333	0.36622709772650386	0.13623861420962996	0.007548723343787153	0.09919941387562914	0.6332547815773786	1.4422827445979092	1.1042864876521794	1.883731747716611	1.442 [1.104:1.884]	positive	Impedance of whole body (M/F) Neale Lab/2017 [331K]	Antrophometric
ukb-a-269	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Impedance of whole body	Weighted median	333	0.14185247768161158	0.045378922119023606	0.0017722854710137015	0.05290979032832531	0.23079516503489783	1.1524066302987432	1.0543345296574975	1.2596012026542664	1.152 [1.054:1.26]	positive	Impedance of whole body (M/F) Neale Lab/2017 [331K]	Antrophometric
ieu-a-90	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Obesity class 1	Inverse variance weighted	16	-0.15494843565611505	0.040340960601644146	1.2254889181228235e-4	-0.23401671843533756	-0.07588015287689252	0.8564593391089064	0.7913485856748308	0.9269272894717385	0.856 [0.791:0.927]	negative	Obesity class 1 (M/F) Berndt SI/2013 [ 98K]	Antrophometric
ieu-a-90	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Obesity class 1	MR Egger	16	-0.2884206971731296	0.11106669621321084	0.021107374890758	-0.5061114217510229	-0.07072997259523636	0.7494462359960563	0.6028351988082324	0.9317134463266948	0.749 [0.603:0.932]	negative	Obesity class 1 (M/F) Berndt SI/2013 [ 98K]	Antrophometric
ieu-a-90	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Obesity class 1	Weighted median	16	-0.17922214445035808	0.030234023522256463	3.069644824158025e-9	-0.23848083055398075	-0.11996345834673541	0.8359201837401878	0.7878237902580122	0.8869528468483856	0.836 [0.788:0.887]	negative	Obesity class 1 (M/F) Berndt SI/2013 [ 98K]	Antrophometric
ieu-a-91	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Obesity class 2	Inverse variance weighted	10	-0.13482251464776354	0.027711513788552973	1.1433157471643394e-6	-0.18913708167332738	-0.08050794762219972	0.8738709972266736	0.8276730401125103	0.9226475707003017	0.874 [0.828:0.923]	negative	Obesity class 2 (M/F) Berndt SI/2013 [ 72K]	Antrophometric
ieu-a-91	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Obesity class 2	MR Egger	10	-0.2570568004598127	0.07498356727846674	0.00897897887044538	-0.4040245923256075	-0.1100890085940179	0.773324287342835	0.6676277025491968	0.8957544019082033	0.773 [0.668:0.896]	negative	Obesity class 2 (M/F) Berndt SI/2013 [ 72K]	Antrophometric
ieu-a-91	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Obesity class 2	Weighted median	10	-0.1514374567119896	0.023080169836164673	5.33168417049407e-11	-0.19667458959087236	-0.10620032383310685	0.8594716347739708	0.8214579007760648	0.8992444899284185	0.859 [0.821:0.899]	negative	Obesity class 2 (M/F) Berndt SI/2013 [ 72K]	Antrophometric
ieu-a-93	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Overweight	Inverse variance weighted	14	-0.2575390593260097	0.05727356136664328	6.903305268689329e-6	-0.3697952396046305	-0.14528287904738885	0.7729514347617763	0.6908757801531265	0.8647776310350149	0.773 [0.691:0.865]	negative	Overweight (M/F) Berndt SI/2013 [158K]	Antrophometric
ieu-a-93	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Overweight	MR Egger	14	-0.5410242205768455	0.18332443929893105	0.012117526646062693	-0.9003401216027505	-0.18170831955094063	0.5821516951780156	0.4064314001301714	0.8338445210928447	0.582 [0.406:0.834]	negative	Overweight (M/F) Berndt SI/2013 [158K]	Antrophometric
ieu-a-93	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Overweight	Weighted median	14	-0.22510266924477607	0.04492625272984212	5.429080825643782e-7	-0.3131581245952666	-0.13704721389428554	0.7984342399106809	0.731134293113799	0.8719290579938944	0.798 [0.731:0.872]	negative	Overweight (M/F) Berndt SI/2013 [158K]	Antrophometric
ukb-b-16881	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Sitting height	Inverse variance weighted	550	0.04922309292115386	0.032856028321203296	0.13409559454360664	-0.015174722588404604	0.11362090843071232	1.0504546736028442	0.9849398333309715	1.120327337724051	1.05 [0.985:1.12]	overlaps null	Sitting height (M/F) MRC-IEU/2018 [461K]	Antrophometric
ukb-b-16881	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Sitting height	MR Egger	550	0.0982167798309089	0.07573783606158302	0.19524597489719805	-0.05022937884979381	0.2466629385116116	1.1032019111124733	0.9510112576118236	1.279747686413804	1.103 [0.951:1.28]	overlaps null	Sitting height (M/F) MRC-IEU/2018 [461K]	Antrophometric
ukb-b-16881	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Sitting height	Weighted median	550	0.03686144560910344	0.033303270686883046	0.26836241629203456	-0.028412964937187327	0.10213585615539421	1.0375492538737192	0.9719868874045917	1.1075339268088424	1.038 [0.972:1.108]	overlaps null	Sitting height (M/F) MRC-IEU/2018 [461K]	Antrophometric
ukb-a-195	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Sitting height	Inverse variance weighted	406	0.03866238258942864	0.034532637943096973	0.262888685882865	-0.02902158777904143	0.10634635295789871	1.0394194982845983	0.9713954939689667	1.1122070259970978	1.039 [0.971:1.112]	overlaps null	Sitting height (M/F) Neale Lab/2017 [336K]	Antrophometric
ukb-a-195	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Sitting height	MR Egger	406	0.049279118719404574	0.08748598205638485	0.5735566043776789	-0.12219340611110971	0.22075164354991886	1.0505135278131206	0.8849771919527489	1.2470136882095948	1.051 [0.885:1.247]	overlaps null	Sitting height (M/F) Neale Lab/2017 [336K]	Antrophometric
ukb-a-195	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Sitting height	Weighted median	406	0.004151502243822736	0.03192365482033948	0.896531058239976	-0.05841886120404264	0.06672186569168811	1.00416013166682	0.9432547718512587	1.0689981117722134	1.004 [0.943:1.069]	overlaps null	Sitting height (M/F) Neale Lab/2017 [336K]	Antrophometric
ukb-b-10787	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Standing height	Inverse variance weighted	710	0.07273858403543723	0.027582865426517156	0.008361987884445978	0.018676167799463607	0.12680100027141086	1.0754493605323852	1.0188516582150329	1.1351910925833846	1.075 [1.019:1.135]	positive	Standing height (M/F) MRC-IEU/2018 [461K]	Antrophometric
ukb-b-10787	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Standing height	MR Egger	710	0.1290535604067398	0.055722008977491834	0.02084166525140391	0.019838422810855794	0.2382686980026238	1.1377510609434105	1.02003651207845	1.26905013825456	1.138 [1.02:1.269]	positive	Standing height (M/F) MRC-IEU/2018 [461K]	Antrophometric
ukb-b-10787	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Standing height	Weighted median	710	0.04464012830751758	0.02907268636024828	0.12466934449437723	-0.012342336958569046	0.1016225935736042	1.0456514918185604	0.9877335172886261	1.1069656169447188	1.046 [0.988:1.107]	overlaps null	Standing height (M/F) MRC-IEU/2018 [461K]	Antrophometric
ieu-a-68	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Waist circumference	Inverse variance weighted	24	-0.17808133140410418	0.0876755838469317	0.04224085722167082	-0.34992547574409033	-0.006237187064118022	0.8368743565543386	0.7047406080311679	0.9937822238097341	0.837 [0.705:0.994]	negative	Waist circumference (F) Shungin D/2015 [134K] AdjBMI	Antrophometric
ieu-a-68	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Waist circumference	MR Egger	24	-0.660149798869266	0.3204685129466863	0.051426755967738935	-1.2882680842447711	-0.032031513493760766	0.516773916544919	0.27574794197616515	0.968476061533973	0.517 [0.276:0.968]	negative	Waist circumference (F) Shungin D/2015 [134K] AdjBMI	Antrophometric
ieu-a-68	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Waist circumference	Weighted median	24	-0.2930645561301383	0.07227741274499394	5.0194731976395255e-5	-0.43472828511032646	-0.1514008271499502	0.7459739819493084	0.647440562421249	0.8595031174201321	0.746 [0.647:0.86]	negative	Waist circumference (F) Shungin D/2015 [134K] AdjBMI	Antrophometric
ukb-b-9405	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Waist circumference	Inverse variance weighted	344	-0.15138044720482863	0.04316154597355315	4.5268018717857067e-4	-0.2359770773129928	-0.06678381709666445	0.8595206342249921	0.7897987780354921	0.935397396405358	0.86 [0.79:0.935]	negative	Waist circumference (M/F) MRC-IEU/2018 [462K]	Antrophometric
ukb-b-9405	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Waist circumference	MR Egger	344	-0.5328479196644683	0.12048357633200175	1.3122091083672303e-5	-0.7689957292751918	-0.29670011005374486	0.5869310547296315	0.4634782923472761	0.7432668772066652	0.587 [0.463:0.743]	negative	Waist circumference (M/F) MRC-IEU/2018 [462K]	Antrophometric
ukb-b-9405	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Waist circumference	Weighted median	344	-0.1461077172437436	0.046171852427607844	0.0015538562140593743	-0.236604548001855	-0.05561088648563223	0.8640646235119288	0.7893033578992376	0.9459071295375424	0.864 [0.789:0.946]	negative	Waist circumference (M/F) MRC-IEU/2018 [462K]	Antrophometric
ieu-a-62	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Waist circumference	Inverse variance weighted	17	-0.33041741338461045	0.10014647132588922	9.691192208175157e-4	-0.5267044971833533	-0.13413032958586757	0.7186237076648192	0.5905479187524721	0.8744760870698941	0.719 [0.591:0.874]	negative	Waist circumference (F) Shungin D/2015 [134K]	Antrophometric
ieu-a-62	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Waist circumference	MR Egger	17	-0.9652693671407117	0.3082234414989163	0.006857976742309835	-1.5693873124785875	-0.36115142180283577	0.3808805892047379	0.208172688100741	0.6968734686403462	0.381 [0.208:0.697]	negative	Waist circumference (F) Shungin D/2015 [134K]	Antrophometric
ieu-a-62	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Waist circumference	Weighted median	17	-0.4461844205835369	0.08314275821936552	8.028557579268029e-8	-0.6091442266934933	-0.2832246144735805	0.6400657198827931	0.5438160532620364	0.7533505554159743	0.64 [0.544:0.753]	negative	Waist circumference (F) Shungin D/2015 [134K]	Antrophometric
ieu-a-105	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Waist circumference	Inverse variance weighted	5	-0.21964119765805346	0.1750418502929675	0.20955410272943886	-0.5627232242322697	0.12344082891616287	0.8028067952506046	0.5696556495921264	1.1313830573996895	0.803 [0.57:1.131]	overlaps null	Waist circumference (F) Randall JC/2013 [ 73K] AdjBMI	Antrophometric
ieu-a-105	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Waist circumference	MR Egger	5	-0.5880158624391812	0.9187149215344491	0.5676739789039685	-2.3886971086467015	1.2126653837683388	0.5554282381814926	0.09174914520600125	3.362434898731002	0.555 [0.092:3.362]	overlaps null	Waist circumference (F) Randall JC/2013 [ 73K] AdjBMI	Antrophometric
ieu-a-105	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Waist circumference	Weighted median	5	-0.28274393679132476	0.16102711808594194	0.07910928171514622	-0.598357088239771	0.03286921465712145	0.7537127612600365	0.5497140262558459	1.033415374818604	0.754 [0.55:1.033]	overlaps null	Waist circumference (F) Randall JC/2013 [ 73K] AdjBMI	Antrophometric
ieu-a-75	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Waist-to-hip ratio	Inverse variance weighted	20	-0.25124846962241504	0.11437929827716882	0.02804721203543407	-0.4754318942456659	-0.02706504499916415	0.7778290806485199	0.6216165258802485	0.9732979313022244	0.778 [0.622:0.973]	negative	Waist-to-hip ratio (F) Shungin D/2015 [118K]	Antrophometric
ieu-a-75	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Waist-to-hip ratio	MR Egger	20	-0.39612362305855064	0.6116961406451781	0.5254293105674135	-1.5950480587230995	0.8028008126059983	0.6729235019336641	0.20289877721207739	2.2317829889204086	0.673 [0.203:2.232]	overlaps null	Waist-to-hip ratio (F) Shungin D/2015 [118K]	Antrophometric
