# Input	GeneSymbol	GeneID	PathwayName	PathwayID
adh6	ADH6	130	Metabolism of xenobiotics by cytochrome P450	KEGG:hsa00980
adh6	ADH6	130	Phase 1 - Functionalization of compounds	REACT:R-HSA-211945
adh6	ADH6	130	Retinol metabolism	KEGG:hsa00830
adh6	ADH6	130	Tyrosine metabolism	KEGG:hsa00350
idua	IDUA	3425	Chondroitin sulfate/dermatan sulfate metabolism	REACT:R-HSA-1793185
idua	IDUA	3425	CS/DS degradation	REACT:R-HSA-2024101
idua	IDUA	3425	Dermatan sulfate degradation	KEGG:hsa_M00076
idua	IDUA	3425	Glycosaminoglycan degradation	KEGG:hsa00531
idua	IDUA	3425	Glycosaminoglycan metabolism	REACT:R-HSA-1630316
idua	IDUA	3425	Heparan sulfate degradation	KEGG:hsa_M00078
idua	IDUA	3425	Heparan sulfate/heparin (HS-GAG) metabolism	REACT:R-HSA-1638091
idua	IDUA	3425	HS-GAG degradation	REACT:R-HSA-2024096
idua	IDUA	3425	Lysosome	KEGG:hsa04142
idua	IDUA	3425	Metabolic pathways	KEGG:hsa01100
idua	IDUA	3425	Metabolism	REACT:R-HSA-1430728
idua	IDUA	3425	Metabolism of carbohydrates	REACT:R-HSA-71387
angptl4	ANGPTL4	51129	Chylomicron-mediated lipid transport	REACT:R-HSA-174800
angptl4	ANGPTL4	51129	Developmental Biology	REACT:R-HSA-1266738
angptl4	ANGPTL4	51129	Fatty acid, triacylglycerol, and ketone body metabolism	REACT:R-HSA-535734
angptl4	ANGPTL4	51129	Lipid digestion, mobilization, and transport	REACT:R-HSA-73923
angptl4	ANGPTL4	51129	Lipoprotein metabolism	REACT:R-HSA-174824
angptl4	ANGPTL4	51129	Metabolism	REACT:R-HSA-1430728
angptl4	ANGPTL4	51129	Metabolism of lipids and lipoproteins	REACT:R-HSA-556833
angptl4	ANGPTL4	51129	PPARA activates gene expression	REACT:R-HSA-1989781
angptl4	ANGPTL4	51129	PPAR signaling pathway	KEGG:hsa03320
angptl4	ANGPTL4	51129	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	REACT:R-HSA-400206
angptl4	ANGPTL4	51129	Transcriptional regulation of white adipocyte differentiation	REACT:R-HSA-381340
b4galt1	B4GALT1	2683	Asparagine N-linked glycosylation	REACT:R-HSA-446203
b4galt1	B4GALT1	2683	Fertilization	REACT:R-HSA-1187000
b4galt1	B4GALT1	2683	Galactose metabolism	KEGG:hsa00052
b4galt1	B4GALT1	2683	Glycosaminoglycan biosynthesis - keratan sulfate	KEGG:hsa00533
b4galt1	B4GALT1	2683	Glycosaminoglycan metabolism	REACT:R-HSA-1630316
b4galt1	B4GALT1	2683	Glycosphingolipid biosynthesis - lacto and neolacto series	KEGG:hsa00601
b4galt1	B4GALT1	2683	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer	KEGG:hsa_M00071
b4galt1	B4GALT1	2683	Immune System	REACT:R-HSA-168256
b4galt1	B4GALT1	2683	Innate Immune System	REACT:R-HSA-168249
b4galt1	B4GALT1	2683	Interaction With The Zona Pellucida	REACT:R-HSA-1300644
b4galt1	B4GALT1	2683	Keratan sulfate biosynthesis	REACT:R-HSA-2022854
b4galt1	B4GALT1	2683	Keratan sulfate/keratin metabolism	REACT:R-HSA-1638074
b4galt1	B4GALT1	2683	Lactose synthesis	REACT:R-HSA-5653890
b4galt1	B4GALT1	2683	Mannose type O-glycan biosynthesis	KEGG:hsa00515
b4galt1	B4GALT1	2683	Metabolic pathways	KEGG:hsa01100
b4galt1	B4GALT1	2683	Metabolism	REACT:R-HSA-1430728
b4galt1	B4GALT1	2683	Metabolism of carbohydrates	REACT:R-HSA-71387
b4galt1	B4GALT1	2683	Metabolism of proteins	REACT:R-HSA-392499
b4galt1	B4GALT1	2683	Neutrophil degranulation	REACT:R-HSA-6798695
b4galt1	B4GALT1	2683	N-Glycan antennae elongation	REACT:R-HSA-975577
b4galt1	B4GALT1	2683	N-glycan antennae elongation in the medial/trans-Golgi	REACT:R-HSA-975576
b4galt1	B4GALT1	2683	N-Glycan biosynthesis	KEGG:hsa00510
b4galt1	B4GALT1	2683	N-glycan biosynthesis, complex type	KEGG:hsa_M00075
b4galt1	B4GALT1	2683	Other types of O-glycan biosynthesis	KEGG:hsa00514
b4galt1	B4GALT1	2683	Post-translational protein modification	REACT:R-HSA-597592
b4galt1	B4GALT1	2683	Pre-NOTCH Expression and Processing	REACT:R-HSA-1912422
b4galt1	B4GALT1	2683	Pre-NOTCH Processing in Golgi	REACT:R-HSA-1912420
b4galt1	B4GALT1	2683	Reproduction	REACT:R-HSA-1474165
b4galt1	B4GALT1	2683	Signaling by NOTCH	REACT:R-HSA-157118
b4galt1	B4GALT1	2683	Signal Transduction	REACT:R-HSA-162582
b4galt1	B4GALT1	2683	Transport to the Golgi and subsequent modification	REACT:R-HSA-948021
b4gat1	B4GAT1	11041	Glycosaminoglycan metabolism	REACT:R-HSA-1630316
b4gat1	B4GAT1	11041	Keratan sulfate biosynthesis	REACT:R-HSA-2022854
b4gat1	B4GAT1	11041	Keratan sulfate/keratin metabolism	REACT:R-HSA-1638074
b4gat1	B4GAT1	11041	Mannose type O-glycan biosynthesis	KEGG:hsa00515
b4gat1	B4GAT1	11041	Metabolic pathways	KEGG:hsa01100
b4gat1	B4GAT1	11041	Metabolism	REACT:R-HSA-1430728
b4gat1	B4GAT1	11041	Metabolism of carbohydrates	REACT:R-HSA-71387
b4gat1	B4GAT1	11041	Metabolism of proteins	REACT:R-HSA-392499
b4gat1	B4GAT1	11041	O-linked glycosylation	REACT:R-HSA-5173105
b4gat1	B4GAT1	11041	Post-translational protein modification	REACT:R-HSA-597592
crybb2 [No associated data found]				
ccl14	CCL14	6358	Chemokine signaling pathway	KEGG:hsa04062
ccl14	CCL14	6358	Cytokine-cytokine receptor interaction	KEGG:hsa04060
ccl17	CCL17	6361	Chemokine signaling pathway	KEGG:hsa04062
ccl17	CCL17	6361	Cytokine-cytokine receptor interaction	KEGG:hsa04060
ccl17	CCL17	6361	IL-17 signaling pathway	KEGG:hsa04657
ccl23	CCL23	6368	Chemokine signaling pathway	KEGG:hsa04062
ccl23	CCL23	6368	Class A/1 (Rhodopsin-like receptors)	REACT:R-HSA-373076
ccl23	CCL23	6368	Cytokine-cytokine receptor interaction	KEGG:hsa04060
ccl23	CCL23	6368	Formyl peptide receptors bind formyl peptides and many other ligands	REACT:R-HSA-444473
ccl23	CCL23	6368	G alpha (i) signalling events	REACT:R-HSA-418594
ccl23	CCL23	6368	G alpha (q) signalling events	REACT:R-HSA-416476
ccl23	CCL23	6368	Gastrin-CREB signalling pathway via PKC and MAPK	REACT:R-HSA-881907
ccl23	CCL23	6368	GPCR downstream signaling	REACT:R-HSA-388396
ccl23	CCL23	6368	GPCR ligand binding	REACT:R-HSA-500792
ccl23	CCL23	6368	Peptide ligand-binding receptors	REACT:R-HSA-375276
ccl23	CCL23	6368	Signaling by GPCR	REACT:R-HSA-372790
ccl23	CCL23	6368	Signal Transduction	REACT:R-HSA-162582
ccl3l1	CCL3L1	6349	Chagas disease (American trypanosomiasis)	KEGG:hsa05142
ccl3l1	CCL3L1	6349	Chemokine signaling pathway	KEGG:hsa04062
ccl3l1	CCL3L1	6349	Cytokine-cytokine receptor interaction	KEGG:hsa04060
ccl3l1	CCL3L1	6349	Cytokine Signaling in Immune system	REACT:R-HSA-1280215
ccl3l1	CCL3L1	6349	Immune System	REACT:R-HSA-168256
ccl3l1	CCL3L1	6349	Interleukin-10 signaling	REACT:R-HSA-6783783
ccl3l1	CCL3L1	6349	Rheumatoid arthritis	KEGG:hsa05323
ccl3l1	CCL3L1	6349	Salmonella infection	KEGG:hsa05132
ccl3l1	CCL3L1	6349	Signaling by Interleukins	REACT:R-HSA-449147
ccl3l1	CCL3L1	6349	Toll-like receptor signaling pathway	KEGG:hsa04620
crp	CRP	1401	Classical antibody-mediated complement activation	REACT:R-HSA-173623
crp	CRP	1401	Complement cascade	REACT:R-HSA-166658
crp	CRP	1401	Creation of C4 and C2 activators	REACT:R-HSA-166786
crp	CRP	1401	Immune System	REACT:R-HSA-168256
crp	CRP	1401	Initial triggering of complement	REACT:R-HSA-166663
crp	CRP	1401	Innate Immune System	REACT:R-HSA-168249
cdh7	CDH7	1005	Adherens junctions interactions	REACT:R-HSA-418990
cdh7	CDH7	1005	Cell-Cell communication	REACT:R-HSA-1500931
cdh7	CDH7	1005	Cell-cell junction organization	REACT:R-HSA-421270
cdh7	CDH7	1005	Cell junction organization	REACT:R-HSA-446728
cdhr3 [No associated data found]				
camk1	CAMK1	8536	Aldosterone synthesis and secretion	KEGG:hsa04925
camk1	CAMK1	8536	Oxytocin signaling pathway	KEGG:hsa04921
cast	CAST	831	Degradation of the extracellular matrix	REACT:R-HSA-1474228
cast	CAST	831	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	REACT:R-HSA-8862803
cast	CAST	831	Disease	REACT:R-HSA-1643685
cast	CAST	831	Extracellular matrix organization	REACT:R-HSA-1474244
cast	CAST	831	Neurodegenerative Diseases	REACT:R-HSA-8863678
chst11	CHST11	50515	Chondroitin sulfate biosynthesis	REACT:R-HSA-2022870
chst11	CHST11	50515	Chondroitin sulfate/dermatan sulfate metabolism	REACT:R-HSA-1793185
chst11	CHST11	50515	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	KEGG:hsa00532
chst11	CHST11	50515	Glycosaminoglycan metabolism	REACT:R-HSA-1630316
chst11	CHST11	50515	Metabolism	REACT:R-HSA-1430728
chst11	CHST11	50515	Metabolism of carbohydrates	REACT:R-HSA-71387
cpa4 [No associated data found]				
ctf1	CTF1	1489	Cytokine-cytokine receptor interaction	KEGG:hsa04060
ctf1	CTF1	1489	Cytokine Signaling in Immune system	REACT:R-HSA-1280215
ctf1	CTF1	1489	IL-6-type cytokine receptor ligand interactions	REACT:R-HSA-6788467
ctf1	CTF1	1489	Immune System	REACT:R-HSA-168256
ctf1	CTF1	1489	Interleukin-6 family signaling	REACT:R-HSA-6783589
ctf1	CTF1	1489	Jak-STAT signaling pathway	KEGG:hsa04630
ctf1	CTF1	1489	Signaling by Interleukins	REACT:R-HSA-449147
ctsf	CTSF	8722	Adaptive Immune System	REACT:R-HSA-1280218
ctsf	CTSF	8722	Apoptosis	KEGG:hsa04210
ctsf	CTSF	8722	Immune System	REACT:R-HSA-168256
ctsf	CTSF	8722	Lysosome	KEGG:hsa04142
ctsf	CTSF	8722	MHC class II antigen presentation	REACT:R-HSA-2132295
cgref1 [No associated data found]				
ccm2 [No associated data found]				
ccdc134 [No associated data found]				
c1qtnf1 [No associated data found]				
c1qtnf5 [No associated data found]				
c8 [Object not found]				
cfb	CFB	629	Activation of C3 and C5	REACT:R-HSA-174577
cfb	CFB	629	Alternative complement activation	REACT:R-HSA-173736
cfb	CFB	629	Complement and coagulation cascades	KEGG:hsa04610
cfb	CFB	629	Complement cascade	REACT:R-HSA-166658
cfb	CFB	629	Immune System	REACT:R-HSA-168256
cfb	CFB	629	Initial triggering of complement	REACT:R-HSA-166663
cfb	CFB	629	Innate Immune System	REACT:R-HSA-168249
cfb	CFB	629	Regulation of Complement cascade	REACT:R-HSA-977606
cfb	CFB	629	Staphylococcus aureus infection	KEGG:hsa05150
cfhr5 [No associated data found]				
cntn4	CNTN4	152330	Metabolism of proteins	REACT:R-HSA-392499
cntn4	CNTN4	152330	Post-translational modification: synthesis of GPI-anchored proteins	REACT:R-HSA-163125
cntn4	CNTN4	152330	Post-translational protein modification	REACT:R-HSA-597592
cntn5	CNTN5	53942	Metabolism of proteins	REACT:R-HSA-392499
cntn5	CNTN5	53942	Post-translational modification: synthesis of GPI-anchored proteins	REACT:R-HSA-163125
cntn5	CNTN5	53942	Post-translational protein modification	REACT:R-HSA-597592
cdsn	CDSN	1041	Developmental Biology	REACT:R-HSA-1266738
cdsn	CDSN	1041	Formation of the cornified envelope	REACT:R-HSA-6809371
cdsn	CDSN	1041	Keratinization	REACT:R-HSA-6805567
crebbp	CREBBP	1387	Activation of anterior HOX genes in hindbrain development during early embryogenesis	REACT:R-HSA-5617472
crebbp	CREBBP	1387	Activation of gene expression by SREBF (SREBP)	REACT:R-HSA-2426168
crebbp	CREBBP	1387	Activation of HOX genes during differentiation	REACT:R-HSA-5619507
crebbp	CREBBP	1387	Activation of the TFAP2 (AP-2) family of transcription factors	REACT:R-HSA-8866907
crebbp	CREBBP	1387	Adherens junction	KEGG:hsa04520
crebbp	CREBBP	1387	Attenuation phase	REACT:R-HSA-3371568
crebbp	CREBBP	1387	BMAL1:CLOCK,NPAS2 activates circadian gene expression	REACT:R-HSA-1368108
crebbp	CREBBP	1387	cAMP signaling pathway	KEGG:hsa04024
crebbp	CREBBP	1387	CD209 (DC-SIGN) signaling	REACT:R-HSA-5621575
crebbp	CREBBP	1387	Cell cycle	KEGG:hsa04110
crebbp	CREBBP	1387	Cellular responses to stress	REACT:R-HSA-2262752
crebbp	CREBBP	1387	Cellular response to heat stress	REACT:R-HSA-3371556
crebbp	CREBBP	1387	Cellular response to hypoxia	REACT:R-HSA-2262749
crebbp	CREBBP	1387	Chromatin modifying enzymes	REACT:R-HSA-3247509
crebbp	CREBBP	1387	Chromatin organization	REACT:R-HSA-4839726
crebbp	CREBBP	1387	Circadian Clock	REACT:R-HSA-400253
crebbp	CREBBP	1387	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	REACT:R-HSA-2894862
crebbp	CREBBP	1387	Constitutive Signaling by NOTCH1 PEST Domain Mutants	REACT:R-HSA-2644606
crebbp	CREBBP	1387	C-type lectin receptors (CLRs)	REACT:R-HSA-5621481
crebbp	CREBBP	1387	Cytosolic sensors of pathogen-associated DNA	REACT:R-HSA-1834949
crebbp	CREBBP	1387	Developmental Biology	REACT:R-HSA-1266738
crebbp	CREBBP	1387	Disease	REACT:R-HSA-1643685
crebbp	CREBBP	1387	Diseases of signal transduction	REACT:R-HSA-5663202
crebbp	CREBBP	1387	Epstein-Barr virus infection	KEGG:hsa05169
crebbp	CREBBP	1387	Factors involved in megakaryocyte development and platelet production	REACT:R-HSA-983231
crebbp	CREBBP	1387	Fatty acid, triacylglycerol, and ketone body metabolism	REACT:R-HSA-535734
crebbp	CREBBP	1387	Formation of the beta-catenin:TCF transactivating complex	REACT:R-HSA-201722
crebbp	CREBBP	1387	FoxO signaling pathway	KEGG:hsa04068
crebbp	CREBBP	1387	Gene Expression	REACT:R-HSA-74160
crebbp	CREBBP	1387	Generic Transcription Pathway	REACT:R-HSA-212436
crebbp	CREBBP	1387	Glucagon signaling pathway	KEGG:hsa04922
crebbp	CREBBP	1387	HATs acetylate histones	REACT:R-HSA-3214847
crebbp	CREBBP	1387	Hemostasis	REACT:R-HSA-109582
crebbp	CREBBP	1387	Hepatitis B	KEGG:hsa05161
crebbp	CREBBP	1387	Herpes simplex infection	KEGG:hsa05168
crebbp	CREBBP	1387	HIF-1 signaling pathway	KEGG:hsa04066
crebbp	CREBBP	1387	HSF1-dependent transactivation	REACT:R-HSA-3371571
crebbp	CREBBP	1387	HTLV-I infection	KEGG:hsa05166
crebbp	CREBBP	1387	Huntington's disease	KEGG:hsa05016
crebbp	CREBBP	1387	Immune System	REACT:R-HSA-168256
crebbp	CREBBP	1387	Influenza A	KEGG:hsa05164
crebbp	CREBBP	1387	Innate Immune System	REACT:R-HSA-168249
crebbp	CREBBP	1387	Jak-STAT signaling pathway	KEGG:hsa04630
crebbp	CREBBP	1387	Long-term potentiation	KEGG:hsa04720
crebbp	CREBBP	1387	LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	REACT:R-HSA-3134973
crebbp	CREBBP	1387	Melanogenesis	KEGG:hsa04916
crebbp	CREBBP	1387	Metabolism	REACT:R-HSA-1430728
crebbp	CREBBP	1387	Metabolism of lipids and lipoproteins	REACT:R-HSA-556833
crebbp	CREBBP	1387	MicroRNAs in cancer	KEGG:hsa05206
crebbp	CREBBP	1387	Mitochondrial biogenesis	REACT:R-HSA-1592230
crebbp	CREBBP	1387	NOTCH1 Intracellular Domain Regulates Transcription	REACT:R-HSA-2122947
crebbp	CREBBP	1387	Notch-HLH transcription pathway	REACT:R-HSA-350054
crebbp	CREBBP	1387	Notch signaling pathway	KEGG:hsa04330
crebbp	CREBBP	1387	Organelle biogenesis and maintenance	REACT:R-HSA-1852241
crebbp	CREBBP	1387	Pathways in cancer	KEGG:hsa05200
crebbp	CREBBP	1387	PPARA activates gene expression	REACT:R-HSA-1989781
crebbp	CREBBP	1387	Pre-NOTCH Expression and Processing	REACT:R-HSA-1912422
crebbp	CREBBP	1387	Pre-NOTCH Transcription and Translation	REACT:R-HSA-1912408
crebbp	CREBBP	1387	Prostate cancer	KEGG:hsa05215
crebbp	CREBBP	1387	Regulation of cholesterol biosynthesis by SREBP (SREBF)	REACT:R-HSA-1655829
crebbp	CREBBP	1387	Regulation of gene expression by Hypoxia-inducible Factor	REACT:R-HSA-1234158
crebbp	CREBBP	1387	Regulation of Hypoxia-inducible Factor (HIF) by oxygen	REACT:R-HSA-1234174
crebbp	CREBBP	1387	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	REACT:R-HSA-400206
crebbp	CREBBP	1387	Renal cell carcinoma	KEGG:hsa05211
crebbp	CREBBP	1387	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	REACT:R-HSA-168928
crebbp	CREBBP	1387	RORA activates gene expression	REACT:R-HSA-1368082
crebbp	CREBBP	1387	Signaling by NOTCH	REACT:R-HSA-157118
crebbp	CREBBP	1387	Signaling by NOTCH1	REACT:R-HSA-1980143
crebbp	CREBBP	1387	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	REACT:R-HSA-2894858
crebbp	CREBBP	1387	Signaling by NOTCH1 in Cancer	REACT:R-HSA-2644603
crebbp	CREBBP	1387	Signaling by NOTCH1 PEST Domain Mutants in Cancer	REACT:R-HSA-2644602
crebbp	CREBBP	1387	Signaling by Wnt	REACT:R-HSA-195721
crebbp	CREBBP	1387	Signal Transduction	REACT:R-HSA-162582
crebbp	CREBBP	1387	TCF dependent signaling in response to WNT	REACT:R-HSA-201681
crebbp	CREBBP	1387	TGF-beta signaling pathway	KEGG:hsa04350
crebbp	CREBBP	1387	Thyroid hormone signaling pathway	KEGG:hsa04919
crebbp	CREBBP	1387	TP53 Regulates Transcription of Cell Death Genes	REACT:R-HSA-5633008
crebbp	CREBBP	1387	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	REACT:R-HSA-6803204
crebbp	CREBBP	1387	TRAF3-dependent IRF activation pathway	REACT:R-HSA-918233
crebbp	CREBBP	1387	TRAF6 mediated IRF7 activation	REACT:R-HSA-933541
crebbp	CREBBP	1387	Transcriptional activation of mitochondrial biogenesis	REACT:R-HSA-2151201
crebbp	CREBBP	1387	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	REACT:R-HSA-8864260
crebbp	CREBBP	1387	Transcriptional Regulation by TP53	REACT:R-HSA-3700989
crebbp	CREBBP	1387	Transcriptional regulation of white adipocyte differentiation	REACT:R-HSA-381340
crebbp	CREBBP	1387	Tuberculosis	KEGG:hsa05152
crebbp	CREBBP	1387	Viral carcinogenesis	KEGG:hsa05203
crebbp	CREBBP	1387	Wnt signaling pathway	KEGG:hsa04310
crebbp	CREBBP	1387	YAP1- and WWTR1 (TAZ)-stimulated gene expression	REACT:R-HSA-2032785
cuzd1 [No associated data found]				
cst8 [No associated data found]				
dll1	DLL1	28514	Activated NOTCH1 Transmits Signal to the Nucleus	REACT:R-HSA-2122948
dll1	DLL1	28514	Breast cancer	KEGG:hsa05224
dll1	DLL1	28514	Constitutive Signaling by NOTCH1 HD Domain Mutants	REACT:R-HSA-2691232
dll1	DLL1	28514	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	REACT:R-HSA-2894862
dll1	DLL1	28514	Constitutive Signaling by NOTCH1 PEST Domain Mutants	REACT:R-HSA-2644606
dll1	DLL1	28514	Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	REACT:R-HSA-2660826
dll1	DLL1	28514	Disease	REACT:R-HSA-1643685
dll1	DLL1	28514	Diseases of signal transduction	REACT:R-HSA-5663202
dll1	DLL1	28514	Endocrine resistance	KEGG:hsa01522
dll1	DLL1	28514	NOTCH2 Activation and Transmission of Signal to the Nucleus	REACT:R-HSA-2979096
dll1	DLL1	28514	Notch signaling	KEGG:hsa_M00682
dll1	DLL1	28514	Notch signaling pathway	KEGG:hsa04330
dll1	DLL1	28514	Signaling by NOTCH	REACT:R-HSA-157118
dll1	DLL1	28514	Signaling by NOTCH1	REACT:R-HSA-1980143
dll1	DLL1	28514	Signaling by NOTCH1 HD Domain Mutants in Cancer	REACT:R-HSA-2691230
dll1	DLL1	28514	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	REACT:R-HSA-2894858
dll1	DLL1	28514	Signaling by NOTCH1 in Cancer	REACT:R-HSA-2644603
dll1	DLL1	28514	Signaling by NOTCH1 PEST Domain Mutants in Cancer	REACT:R-HSA-2644602
dll1	DLL1	28514	Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	REACT:R-HSA-2660825
dll1	DLL1	28514	Signaling by NOTCH2	REACT:R-HSA-1980145
dll1	DLL1	28514	Signaling by NOTCH3	REACT:R-HSA-1980148
dll1	DLL1	28514	Signaling by NOTCH4	REACT:R-HSA-1980150
dll1	DLL1	28514	Signal Transduction	REACT:R-HSA-162582
dll1	DLL1	28514	Th1 and Th2 cell differentiation	KEGG:hsa04658
dsc3	DSC3	1825	Developmental Biology	REACT:R-HSA-1266738
dsc3	DSC3	1825	Formation of the cornified envelope	REACT:R-HSA-6809371
dsc3	DSC3	1825	Keratinization	REACT:R-HSA-6805567
sat2	SAT2	112483	Arginine and proline metabolism	KEGG:hsa00330
sat2	SAT2	112483	Ferroptosis	KEGG:hsa04216
sat2	SAT2	112483	GABA biosynthesis, eukaryotes, putrescine => GABA	KEGG:hsa_M00135
sat2	SAT2	112483	Metabolic pathways	KEGG:hsa01100
dhpr [No associated data found]				
dcbld2 [No associated data found]				
dnajb11	DNAJB11	51726	IRE1alpha activates chaperones	REACT:R-HSA-381070
dnajb11	DNAJB11	51726	Metabolism of proteins	REACT:R-HSA-392499
dnajb11	DNAJB11	51726	Protein processing in endoplasmic reticulum	KEGG:hsa04141
dnajb11	DNAJB11	51726	Unfolded Protein Response (UPR)	REACT:R-HSA-381119
dnajb11	DNAJB11	51726	XBP1(S) activates chaperone genes	REACT:R-HSA-381038
dnajb9	DNAJB9	4189	IRE1alpha activates chaperones	REACT:R-HSA-381070
dnajb9	DNAJB9	4189	Metabolism of proteins	REACT:R-HSA-392499
dnajb9	DNAJB9	4189	Unfolded Protein Response (UPR)	REACT:R-HSA-381119
dnajb9	DNAJB9	4189	XBP1(S) activates chaperone genes	REACT:R-HSA-381038
clk2 [No associated data found]				
rnf8	RNF8	9025	Cell Cycle	REACT:R-HSA-1640170
rnf8	RNF8	9025	Cell Cycle Checkpoints	REACT:R-HSA-69620
rnf8	RNF8	9025	DNA Double-Strand Break Repair	REACT:R-HSA-5693532
rnf8	RNF8	9025	DNA Double Strand Break Response	REACT:R-HSA-5693606
rnf8	RNF8	9025	DNA Repair	REACT:R-HSA-73894
rnf8	RNF8	9025	G2/M Checkpoints	REACT:R-HSA-69481
rnf8	RNF8	9025	G2/M DNA damage checkpoint	REACT:R-HSA-69473
rnf8	RNF8	9025	HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)	REACT:R-HSA-5693567
rnf8	RNF8	9025	Homology Directed Repair	REACT:R-HSA-5693538
rnf8	RNF8	9025	Nonhomologous End-Joining (NHEJ)	REACT:R-HSA-5693571
rnf8	RNF8	9025	Processing of DNA double-strand break ends	REACT:R-HSA-5693607
rnf8	RNF8	9025	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	REACT:R-HSA-5693565
edn2	EDN2	1907	Class A/1 (Rhodopsin-like receptors)	REACT:R-HSA-373076
edn2	EDN2	1907	G alpha (q) signalling events	REACT:R-HSA-416476
edn2	EDN2	1907	Gastrin-CREB signalling pathway via PKC and MAPK	REACT:R-HSA-881907
edn2	EDN2	1907	GPCR downstream signaling	REACT:R-HSA-388396
edn2	EDN2	1907	GPCR ligand binding	REACT:R-HSA-500792
edn2	EDN2	1907	Peptide ligand-binding receptors	REACT:R-HSA-375276
edn2	EDN2	1907	Signaling by GPCR	REACT:R-HSA-372790
edn2	EDN2	1907	Signal Transduction	REACT:R-HSA-162582
ccl11	CCL11	6356	Asthma	KEGG:hsa05310
