id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,lo_ci,up_ci,or,or_lci95,or_uci95,beta_CI,OR_CI,effect_direction,egger_intercept,egger_intercept_se,egger_intercept_pval,Q,Q_df,Q_pval,snp_r2.exposure,snp_r2.outcome,correct_causal_direction,steiger_pval,Fst,total_r2,effect
prot-a-908,ukb-d-30760_irnt,HDL cholesterol,Epidermal growth factor,Wald ratio,1,-0.0010159005275056517,0.009077241899020346,0.9108889686454374,-0.018807294649585526,0.016775493594574226,0.9989846153247356,0.9813684589750173,1.0169169923168637,0 [-0.02:0.02],1 [0.98:1.02],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
prot-a-908,ukb-d-30760_irnt,HDL cholesterol,Epidermal growth factor,NO SENSITIVITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
prot-a-1426,ukb-d-30760_irnt,HDL cholesterol,Interferon alpha/beta receptor 1,Wald ratio,1,-0.0011042457714877459,0.011745253710735242,0.925096176432047,-0.02412494304452882,0.02191645150155333,0.9988963636835242,0.9761637372689679,1.0221583811049104,0 [-0.02:0.02],1 [0.98:1.02],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
prot-a-1426,ukb-d-30760_irnt,HDL cholesterol,Interferon alpha/beta receptor 1,NO SENSITIVITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
ukb-d-30770_irnt,ukb-d-30760_irnt,HDL cholesterol,IGF-1,Inverse variance weighted,355,0.020896272199852947,0.01709085526048129,0.22145886811394713,-0.012601804110690382,0.054394348510396276,1.021116128014358,0.9874772661316571,1.055900913016075,0.02 [-0.01:0.05],1.02 [0.99:1.06],overlaps null,4.346341737109775e-5,9.204526905610637e-4,0.9623649009418923,3744.5234881021593,354,0,0.094387994579514925,0.011180475673595288,TRUE,0,107.25156686850892,0.09835725066188797,term trait as confounder
ukb-d-30770_irnt,ukb-d-30760_irnt,HDL cholesterol,IGF-1,MR Egger,355,0.019543155205474432,0.033377827783926284,0.5585768849017343,-0.045877387251021085,0.08496369766196996,1.0197353728006517,0.9551590696903786,1.088677544440804,0.02 [-0.05:0.08],1.02 [0.96:1.09],overlaps null,4.346341737109775e-5,9.204526905610637e-4,0.9623649009418923,3744.499836317943,353,0,0.094387994579514925,0.011180475673595288,TRUE,0,107.25156686850892,0.09835725066188797,term trait as confounder
ukb-d-30770_irnt,ukb-d-30760_irnt,HDL cholesterol,IGF-1,Weighted median,355,-1.5266553281182782e-4,0.011299505271595836,0.989220256738907,-0.022299695865139666,0.021994364799516008,0.9998473461199776,0.9779471044248643,1.0222380239380002,0 [-0.02:0.02],1 [0.98:1.02],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
prot-a-132,ukb-d-30760_irnt,HDL cholesterol,Apolipoprotein E (isoform E2),Wald ratio,1,-0.26423948220064725,0.012104368932038834,1.201796512694049e-105,-0.28796404530744335,-0.24051491909385114,0.7677896456839358,0.7497885501712103,0.7862229156271516,-0.26 [-0.29:-0.24],0.77 [0.75:0.79],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
prot-a-132,ukb-d-30760_irnt,HDL cholesterol,Apolipoprotein E (isoform E2),NO SENSITIVITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
prot-a-346,ukb-d-30760_irnt,HDL cholesterol,Calcium/calmodulin-dependent protein kinase type 1,Inverse variance weighted,3,0.0012662305526713806,0.0026776096960898013,0.6362874753479704,-0.003981884451664629,0.006514345557007391,1.001267032561051,0.9960260327382974,1.0065356100557123,0 [0:0.01],1 [1:1.01],overlaps null,0.020912438942460393,0.01293450893205772,0.35263465441086617,2.6980407301403684,2,0.25949434589550746,0.2905704839534254,8.305223296757992e-6,TRUE,8.829914546399826e-258,962.121209780234,0.46679506533379456,term trait as confounder
prot-a-346,ukb-d-30760_irnt,HDL cholesterol,Calcium/calmodulin-dependent protein kinase type 1,MR Egger,3,-0.019965614776747725,0.013332883400766543,0.37482992482704286,-0.04609806624225015,0.006166836688754701,0.9802323782364409,0.9549483094064547,1.006185890773801,-0.02 [-0.05:0.01],0.98 [0.95:1.01],overlaps null,0.020912438942460393,0.01293450893205772,0.35263465441086617,0.08401726467117335,1,0.7719253959157407,0.2905704839534254,8.305223296757992e-6,TRUE,8.829914546399826e-258,962.121209780234,0.46679506533379456,term trait as confounder
prot-a-346,ukb-d-30760_irnt,HDL cholesterol,Calcium/calmodulin-dependent protein kinase type 1,Weighted median,3,0.0011398771499418784,0.0024055219341936585,0.6356007748181544,-0.0035749458410776922,0.005854700140961449,1.001140527056815,0.99643143666983,1.0058718723942728,0 [0:0.01],1 [1:1.01],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
ieu-b-107,ukb-d-30760_irnt,HDL cholesterol,apolipoprotein A-I,Inverse variance weighted,283,0.9644125971493266,0.01704352857861367,0,0.9310072811352438,0.9978179131634094,2.6232463014652323,2.537063427107269,2.7123567683119134,0.96 [0.93:1],2.62 [2.54:2.71],positive,-1.028222533398917e-4,8.100103356311903e-4,0.8990791211296579,2594.648946081549,282,0,0.0936483904506296,0.07978511525852865,TRUE,4.517955172652291e-29,167.87001798849653,0.10990602393591424,term trait as confounder
ieu-b-107,ukb-d-30760_irnt,HDL cholesterol,apolipoprotein A-I,MR Egger,283,0.9671554647072925,0.02753890036632794,8.737253145001978e-105,0.9131792199892897,1.0211317094252952,2.6304513954341386,2.492233309628639,2.7763349911940742,0.97 [0.91:1.02],2.63 [2.49:2.78],positive,-1.028222533398917e-4,8.100103356311903e-4,0.8990791211296579,2594.5001674716623,281,0,0.0936483904506296,0.07978511525852865,TRUE,4.517955172652291e-29,167.87001798849653,0.10990602393591424,term trait as confounder
ieu-b-107,ukb-d-30760_irnt,HDL cholesterol,apolipoprotein A-I,Weighted median,283,0.8815717010269559,0.01573056711183001,0,0.8507397894877691,0.9124036125661428,2.4146918992777433,2.3413783384609377,2.490301064402212,0.88 [0.85:0.91],2.41 [2.34:2.49],positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
met-c-841,ukb-d-30760_irnt,HDL cholesterol,Albumin,Inverse variance weighted,2,0.051034451155106804,0.024335398279702485,0.03598222401786925,0.003337070526889932,0.09873183178332368,1.0523591476469216,1.0033426447455362,1.1037702637637066,0.05 [0:0.1],1.05 [1:1.1],positive,NA,NA,NA,0.6777802893311825,1,0.4103521229514115,0.005507306810038687,1.405296666540221e-5,TRUE,2.6691151052423137e-21,53.65951897395817,0.005629313994079495,term trait as confounder
met-c-875,ukb-d-30760_irnt,HDL cholesterol,Cholesterol esters in large HDL,Inverse variance weighted,14,0.692213218331793,0.10180208372807358,1.049116696871565e-11,0.4926811342247688,0.8917453024388171,1.9981329475576417,1.6366985510220586,2.4393833999683063,0.69 [0.49:0.89],2 [1.64:2.44],positive,0.02827683906461836,0.03778411762129946,0.4686462454504884,3923.65099917364,13,0,0.06680197638279617,0.0241266564440172,TRUE,3.29707109119897e-48,100.54049505427018,0.06811170172470232,term trait as confounder
met-c-875,ukb-d-30760_irnt,HDL cholesterol,Cholesterol esters in large HDL,MR Egger,14,0.5150390058968695,0.25840737522167945,0.06948735668218696,0.008560550462377803,1.0215174613313611,1.6737037848415308,1.0085972967558088,2.7774061743009844,0.52 [0.01:1.02],1.67 [1.01:2.78],positive,0.02827683906461836,0.03778411762129946,0.4686462454504884,3748.6899297348045,12,0,0.06680197638279617,0.0241266564440172,TRUE,3.29707109119897e-48,100.54049505427018,0.06811170172470232,term trait as confounder
met-c-875,ukb-d-30760_irnt,HDL cholesterol,Cholesterol esters in large HDL,Weighted median,14,0.16127794195124526,0.026318587256734003,8.90407568441394e-10,0.1096935109280466,0.2128623729744439,1.1750115084236281,1.1159359958527564,1.2372143653928176,0.16 [0.11:0.21],1.18 [1.12:1.24],positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
prot-a-670,ukb-d-30760_irnt,HDL cholesterol,C-reactive protein,Inverse variance weighted,4,0.036996352199153676,0.09002045158247375,0.6810892607754486,-0.13944373290249487,0.21343643730080222,1.0376892355475815,0.8698419653101467,1.237924809924968,0.04 [-0.14:0.21],1.04 [0.87:1.24],overlaps null,-0.269561303416258,0.10149796321954738,0.11733965591678909,520.2251077441805,3,1.9743371703258643e-112,0.05565523251241998,0.0015194976361834348,TRUE,1.0958667191143584e-30,48.19368757334319,0.055255717004132246,term trait as confounder
prot-a-670,ukb-d-30760_irnt,HDL cholesterol,C-reactive protein,MR Egger,4,1.5019255626545267,0.5540188277254875,0.11338794501502694,0.41604866031257126,2.587802464996482,4.490327157360978,1.5159596341454766,13.300511125745855,1.5 [0.42:2.59],4.49 [1.52:13.3],positive,-0.269561303416258,0.10149796321954738,0.11733965591678909,114.92330154427735,2,1.1084654182639187e-25,0.05565523251241998,0.0015194976361834348,TRUE,1.0958667191143584e-30,48.19368757334319,0.055255717004132246,term trait as confounder
prot-a-670,ukb-d-30760_irnt,HDL cholesterol,C-reactive protein,Weighted median,4,-0.04180817655608683,0.011172978967302712,1.8263376670120616e-4,-0.06370721533200015,-0.019909137780173516,0.9590537319185846,0.9382796732212598,0.9802877403804376,-0.04 [-0.06:-0.02],0.96 [0.94:0.98],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
met-c-943,ukb-d-30760_irnt,HDL cholesterol,Cholesterol esters in very large HDL,Inverse variance weighted,13,0.5822108812737311,0.14207782347835676,4.1703993180292155e-5,0.30373834725615184,0.8606834152913103,1.7899915179638073,1.3549144926107697,2.3647762658501708,0.58 [0.3:0.86],1.79 [1.35:2.36],positive,0.08624593453772417,0.040024094653037995,0.05418777729529067,5452.402440129887,12,0,0.04891839391555753,0.017307347071290096,TRUE,5.791662720214699e-36,76.47810438266569,0.04908926012245622,term trait as confounder
met-c-943,ukb-d-30760_irnt,HDL cholesterol,Cholesterol esters in very large HDL,MR Egger,13,-0.027166746793262433,0.30896094824530995,0.9315131474441674,-0.63273020535407,0.578396711767545,0.9731989501897825,0.5311396991903312,1.7831771906605316,-0.03 [-0.63:0.58],0.97 [0.53:1.78],overlaps null,0.08624593453772417,0.040024094653037995,0.05418777729529067,3833.9813169767453,11,0,0.04891839391555753,0.017307347071290096,TRUE,5.791662720214699e-36,76.47810438266569,0.04908926012245622,term trait as confounder
met-c-943,ukb-d-30760_irnt,HDL cholesterol,Cholesterol esters in very large HDL,Weighted median,13,0.06478289655212813,0.01823278746754747,3.807213437156436e-4,0.02904663311573509,0.10051915998852116,1.0669273656284384,1.0294726008707207,1.1057448275593198,0.06 [0.03:0.1],1.07 [1.03:1.11],positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
met-c-910,ukb-d-30760_irnt,HDL cholesterol,Cholesterol esters in medium VLDL,Inverse variance weighted,14,-0.5195619694879478,0.17600309400652958,0.00315718074340766,-0.8645280337407457,-0.17459590523514978,0.5947810231541216,0.42125032165601567,0.8397963095044009,-0.52 [-0.86:-0.17],0.59 [0.42:0.84],negative,0.0027714719798872978,0.0595144580349174,0.9636235223926644,8690.182558424216,13,0,0.053537526627753025,0.01605204412799791,TRUE,1.4762063341947245e-48,79.86292168778593,0.05487222537626808,term trait as confounder
met-c-910,ukb-d-30760_irnt,HDL cholesterol,Cholesterol esters in medium VLDL,MR Egger,14,-0.541439767399844,0.5042490625317699,0.30405033730536846,-1.5297679299621132,0.44688839516242507,0.5819098341463532,0.21658592458790288,1.5634398021040623,-0.54 [-1.53:0.45],0.58 [0.22:1.56],overlaps null,0.0027714719798872978,0.0595144580349174,0.9636235223926644,8688.612393774556,12,0,0.053537526627753025,0.01605204412799791,TRUE,1.4762063341947245e-48,79.86292168778593,0.05487222537626808,term trait as confounder
met-c-910,ukb-d-30760_irnt,HDL cholesterol,Cholesterol esters in medium VLDL,Weighted median,14,0.010897265985000156,0.020489249000872373,0.5948278982861814,-0.029261662056709693,0.05105619402671,1.0109568574526193,0.9711623148886915,1.052382029205504,0.01 [-0.03:0.05],1.01 [0.97:1.05],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
ieu-b-4869,ukb-d-30760_irnt,HDL cholesterol,Bioavailable Testosterone,Inverse variance weighted,122,-0.11317840655804688,0.02973647760342374,1.4120603660881331e-4,-0.1714619026607574,-0.05489491045533636,0.8929913303940832,0.8424323618401537,0.9465846188732985,-0.11 [-0.17:-0.05],0.89 [0.84:0.95],negative,-0.0012328432032534566,0.0021665971438027424,0.5704041517545956,2003.9673657218214,121,0,0.049861366346206276,0.00630014314347586,TRUE,0,76.0706834390173,0.05048835282389856,term trait as confounder
ieu-b-4869,ukb-d-30760_irnt,HDL cholesterol,Bioavailable Testosterone,MR Egger,122,-0.08193300523092151,0.06248523741505529,0.1922809268293957,-0.20440407056442988,0.040538060102586856,0.9213336811659982,0.8151329334092325,1.0413709436332226,-0.08 [-0.2:0.04],0.92 [0.82:1.04],overlaps null,-0.0012328432032534566,0.0021665971438027424,0.5704041517545956,1998.5747619562044,120,0,0.049861366346206276,0.00630014314347586,TRUE,0,76.0706834390173,0.05048835282389856,term trait as confounder
ieu-b-4869,ukb-d-30760_irnt,HDL cholesterol,Bioavailable Testosterone,Weighted median,122,-0.09284022891205591,0.013888988638920803,2.317959386794381e-11,-0.12006264664434069,-0.06561781117977114,0.9113390943035572,0.8868648758683686,0.9364887114204524,-0.09 [-0.12:-0.07],0.91 [0.89:0.94],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
ieu-b-4864,ukb-d-30760_irnt,HDL cholesterol,Total Testosterone,Inverse variance weighted,109,-0.03525276657062766,0.019591317631422064,0.07195422236255825,-0.0736517491282149,0.0031462159869595843,0.9653613743320392,0.928995160888841,1.0031511705191247,-0.04 [-0.07:0],0.97 [0.93:1],overlaps null,-2.8730255704122426e-4,0.0012447599226529421,0.8179034592693091,672.7948545216225,108,1.8659210434538064e-82,0.039305554190437755,0.0019361467704398193,TRUE,0,78.84890880550942,0.04167262029355836,term trait as confounder
ieu-b-4864,ukb-d-30760_irnt,HDL cholesterol,Total Testosterone,MR Egger,109,-0.027943585483557857,0.03728336677548614,0.4552053758361517,-0.10101898436351069,0.04513181339639498,0.9724432251681435,0.9039158724554689,1.0461657494813021,-0.03 [-0.1:0.05],0.97 [0.9:1.05],overlaps null,-2.8730255704122426e-4,0.0012447599226529421,0.8179034592693091,672.4600506280281,107,8.536101812150946e-83,0.039305554190437755,0.0019361467704398193,TRUE,0,78.84890880550942,0.04167262029355836,term trait as confounder
ieu-b-4864,ukb-d-30760_irnt,HDL cholesterol,Total Testosterone,Weighted median,109,-0.03449170932400155,0.014305583327864094,0.015905958347235488,-0.06253065264661517,-0.006452766001387927,0.9660963492451041,0.9393842677581603,0.9935680083850439,-0.03 [-0.06:-0.01],0.97 [0.94:0.99],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder
