id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,lo_ci,up_ci,or,or_lci95,or_uci95,beta_CI,OR_CI,effect_direction,egger_intercept,egger_intercept_se,egger_intercept_pval,Q,Q_df,Q_pval,snp_r2.exposure,snp_r2.outcome,correct_causal_direction,steiger_pval,Fst,total_r2,effect,pair
ukb-d-30760_irnt,prot-a-132,Apolipoprotein E (isoform E2),HDL cholesterol,Inverse variance weighted,263,-0.13585390993250046,0.05566817637549619,0.014670064284719342,-0.244963535628473,-0.02674428423652793,0.8729701554425078,0.7827330795913146,0.9736101771643745,-0.14 [-0.24:-0.03],0.87 [0.78:0.97],negative,-0.002119418180675978,0.0029378995295307538,0.4713055229677896,294.7501166728564,262,0.08017112487727869,0.08819603401364717,0.09203338177367885,FALSE,0.6879807749153248,182.70853908008087,0.11867450852494654,term trait as mediator,prot-a-132
prot-a-132,ukb-d-30760_irnt,HDL cholesterol,Apolipoprotein E (isoform E2),Wald ratio,1,-0.26423948220064725,0.012104368932038834,1.201796512694049e-105,-0.28796404530744335,-0.24051491909385114,0.7677896456839358,0.7497885501712103,0.7862229156271516,-0.26 [-0.29:-0.24],0.77 [0.75:0.79],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,term trait as confounder,prot-a-132
ukb-d-30760_irnt,prot-a-346,Calcium/calmodulin-dependent protein kinase type 1,HDL cholesterol,Inverse variance weighted,263,-0.09057649010026823,0.05542460269551722,0.10221078656673412,-0.19920871138348198,0.01805573118294551,0.9134044648297406,0.8193788617895915,1.018219721398118,-0.09 [-0.2:0.02],0.91 [0.82:1.02],overlaps null,-3.7429169113478483e-4,0.0029280312050430674,0.8983815489746372,292.21059118440365,262,0.09662085100391068,0.08819603401364717,0.09126021944322657,FALSE,0.7480365155008968,182.70853908008087,0.11867450852494654,term trait as mediator,prot-a-346
prot-a-346,ukb-d-30760_irnt,HDL cholesterol,Calcium/calmodulin-dependent protein kinase type 1,Inverse variance weighted,3,0.0012662305526713806,0.0026776096960898013,0.6362874753479704,-0.003981884451664629,0.006514345557007391,1.001267032561051,0.9960260327382974,1.0065356100557123,0 [0:0.01],1 [1:1.01],overlaps null,0.020912438942460393,0.01293450893205772,0.35263465441086617,2.6980407301403684,2,0.25949434589550746,0.2905704839534254,8.305223296757992e-6,TRUE,8.829914546399826e-258,962.121209780234,0.46679506533379456,term trait as confounder,prot-a-346
ukb-d-30760_irnt,ieu-b-107,apolipoprotein A-I,HDL cholesterol,Inverse variance weighted,256,0.8303308320966684,0.017024202135111525,0,0.7969633959118497,0.863698268281487,2.2940775692269204,2.2187930922493515,2.3719164765808887,0.83 [0.8:0.86],2.29 [2.22:2.37],positive,8.3233286651161e-4,8.88586118501566e-4,0.34980597447055584,4134.390398265342,255,0,0.08619798578705988,0.08694194340817946,FALSE,0.5481532518493617,182.66187043568513,0.11667636032843677,term trait as mediator,ieu-b-107
ieu-b-107,ukb-d-30760_irnt,HDL cholesterol,apolipoprotein A-I,Inverse variance weighted,283,0.9644125971493266,0.01704352857861367,0,0.9310072811352438,0.9978179131634094,2.6232463014652323,2.537063427107269,2.7123567683119134,0.96 [0.93:1],2.62 [2.54:2.71],positive,-1.028222533398917e-4,8.100103356311903e-4,0.8990791211296579,2594.648946081549,282,0,0.0936483904506296,0.07978511525852865,TRUE,4.517955172652291e-29,167.87001798849653,0.10990602393591424,term trait as confounder,ieu-b-107
ukb-d-30760_irnt,met-c-841,Albumin,HDL cholesterol,Inverse variance weighted,250,-0.005612195137283638,0.025568196944994313,0.8262613137917708,-0.05572586114947249,0.04450147087490522,0.9944035238101648,0.9457983804351152,1.04550651451862,-0.01 [-0.06:0.04],0.99 [0.95:1.05],overlaps null,0.0023823659556609905,0.0013151050655162515,0.07126691498052291,280.49514475084493,249,0.08295877298458976,0.0859393371365669,0.014634295322748729,TRUE,1.4664084713707494e-129,186.49395203192284,0.11641777525417625,term trait as mediator,met-c-841
met-c-841,ukb-d-30760_irnt,HDL cholesterol,Albumin,Inverse variance weighted,2,0.051034451155106804,0.024335398279702485,0.03598222401786925,0.003337070526889932,0.09873183178332368,1.0523591476469216,1.0033426447455362,1.1037702637637066,0.05 [0:0.1],1.05 [1:1.1],positive,NA,NA,NA,0.6777802893311825,1,0.4103521229514115,0.005507306810038687,1.405296666540221e-5,TRUE,2.6691151052423137e-21,53.65951897395817,0.005629313994079495,term trait as confounder,met-c-841
ukb-d-30760_irnt,met-c-875,Cholesterol esters in large HDL,HDL cholesterol,Inverse variance weighted,250,0.9203889363238013,0.034014325098908754,3.0042279172580773e-161,0.8537208591299401,0.9870570135176624,2.510266533932533,2.348368564344934,2.6833258488704934,0.92 [0.85:0.99],2.51 [2.35:2.68],positive,-0.006742684381063649,0.0017119046360383635,1.0652737617392802e-4,515.02792345227,249,1.1144015406287003e-20,0.0859393371365669,0.10372604555936257,FALSE,1.563506166727463e-5,186.49395203192284,0.11641777525417625,term trait as mediator,met-c-875
met-c-875,ukb-d-30760_irnt,HDL cholesterol,Cholesterol esters in large HDL,Inverse variance weighted,14,0.692213218331793,0.10180208372807358,1.049116696871565e-11,0.4926811342247688,0.8917453024388171,1.9981329475576417,1.6366985510220586,2.4393833999683063,0.69 [0.49:0.89],2 [1.64:2.44],positive,0.02827683906461836,0.03778411762129946,0.4686462454504884,3923.65099917364,13,0,0.06680197638279617,0.0241266564440172,TRUE,3.29707109119897e-48,100.54049505427018,0.06811170172470232,term trait as confounder,met-c-875
ukb-d-30760_irnt,prot-a-670,C-reactive protein,HDL cholesterol,Inverse variance weighted,263,0.08916218894610044,0.06156876659129953,0.14756883930656456,-0.03151259357284664,0.2098369714650475,1.0932579563036422,0.9689787534723816,1.2334769516236694,0.09 [-0.03:0.21],1.09 [0.97:1.23],overlaps null,-0.006669325664478092,0.0032259624660708652,0.039683072216509296,360.54144985133627,262,5.060497998876515e-5,0.08819603401364717,0.11022125334866208,FALSE,0.026285397778965717,182.70853908008087,0.11867450852494654,term trait as mediator,prot-a-670
prot-a-670,ukb-d-30760_irnt,HDL cholesterol,C-reactive protein,Inverse variance weighted,4,0.036996352199153676,0.09002045158247375,0.6810892607754486,-0.13944373290249487,0.21343643730080222,1.0376892355475815,0.8698419653101467,1.237924809924968,0.04 [-0.14:0.21],1.04 [0.87:1.24],overlaps null,-0.269561303416258,0.10149796321954738,0.11733965591678909,520.2251077441805,3,1.9743371703258643e-112,0.05565523251241998,0.0015194976361834348,TRUE,1.0958667191143584e-30,48.19368757334319,0.055255717004132246,term trait as confounder,prot-a-670
ukb-d-30760_irnt,met-c-943,Cholesterol esters in very large HDL,HDL cholesterol,Inverse variance weighted,250,0.6049633695097459,0.038485102045586986,1.11343404043619e-55,0.5295325695003954,0.6803941695190965,1.8311851304481483,1.698138361412764,1.9746559280273719,0.6 [0.53:0.68],1.83 [1.7:1.97],positive,-0.004637874065385433,0.00197729728825007,0.01978703805863654,657.3524580519874,249,1.4167167007713857e-38,0.0859393371365669,0.06764433171651191,TRUE,1.2726213756679772e-6,186.49395203192284,0.11641777525417625,term trait as mediator,met-c-943
met-c-943,ukb-d-30760_irnt,HDL cholesterol,Cholesterol esters in very large HDL,Inverse variance weighted,13,0.5822108812737311,0.14207782347835676,4.1703993180292155e-5,0.30373834725615184,0.8606834152913103,1.7899915179638073,1.3549144926107697,2.3647762658501708,0.58 [0.3:0.86],1.79 [1.35:2.36],positive,0.08624593453772417,0.040024094653037995,0.05418777729529067,5452.402440129887,12,0,0.04891839391555753,0.017307347071290096,TRUE,5.791662720214699e-36,76.47810438266569,0.04908926012245622,term trait as confounder,met-c-943
ukb-d-30760_irnt,met-c-910,Cholesterol esters in medium VLDL,HDL cholesterol,Inverse variance weighted,250,-0.4280395077676492,0.04180141465831905,1.3146300867151592e-24,-0.5099702804979546,-0.34610873503734385,0.6517856636934927,0.6005134255070449,0.7074355598922125,-0.43 [-0.51:-0.35],0.65 [0.6:0.71],negative,0.004938912677815407,0.002144737819744362,0.022118222899749646,776.5076132589511,249,1.4931588505895561e-55,0.0859393371365669,0.05680135732087936,TRUE,1.4462006360336377e-15,186.49395203192284,0.11641777525417625,term trait as mediator,met-c-910
met-c-910,ukb-d-30760_irnt,HDL cholesterol,Cholesterol esters in medium VLDL,Inverse variance weighted,14,-0.5195619694879478,0.17600309400652958,0.00315718074340766,-0.8645280337407457,-0.17459590523514978,0.5947810231541216,0.42125032165601567,0.8397963095044009,-0.52 [-0.86:-0.17],0.59 [0.42:0.84],negative,0.0027714719798872978,0.0595144580349174,0.9636235223926644,8690.182558424216,13,0,0.053537526627753025,0.01605204412799791,TRUE,1.4762063341947245e-48,79.86292168778593,0.05487222537626808,term trait as confounder,met-c-910
ukb-d-30760_irnt,ieu-b-4869,Bioavailable Testosterone,HDL cholesterol,Inverse variance weighted,256,-0.06956485451211089,0.020284226487691782,6.046834729650718e-4,-0.10932193842798679,-0.029807770596234996,0.9327996351575504,0.8964417719828329,0.970632099645979,-0.07 [-0.11:-0.03],0.93 [0.9:0.97],negative,-0.005773485125795359,9.973340450821601e-4,2.081864929001592e-8,2076.987203282346,255,1.55872152341674e-282,0.08619798578705988,0.01204598730783836,TRUE,0,182.66187043568513,0.11667636032843677,term trait as mediator,ieu-b-4869
ieu-b-4869,ukb-d-30760_irnt,HDL cholesterol,Bioavailable Testosterone,Inverse variance weighted,122,-0.11317840655804688,0.02973647760342374,1.4120603660881331e-4,-0.1714619026607574,-0.05489491045533636,0.8929913303940832,0.8424323618401537,0.9465846188732985,-0.11 [-0.17:-0.05],0.89 [0.84:0.95],negative,-0.0012328432032534566,0.0021665971438027424,0.5704041517545956,2003.9673657218214,121,0,0.049861366346206276,0.00630014314347586,TRUE,0,76.0706834390173,0.05048835282389856,term trait as confounder,ieu-b-4869
ukb-d-30760_irnt,ieu-b-4864,Total Testosterone,HDL cholesterol,Inverse variance weighted,256,0.026495635367621426,0.012515197142584625,0.03425331777440591,0.001965848968155562,0.05102542176708729,1.0268497654301674,1.0019677825160518,1.0523496455307408,0.03 [0:0.05],1.03 [1:1.05],positive,-9.025020526669057e-5,6.546719129622293e-4,0.8904637422214547,865.7349370862208,255,1.697695727024987e-67,0.08619798578705988,0.004455545268900515,TRUE,0,182.66187043568513,0.11667636032843677,term trait as mediator,ieu-b-4864
ieu-b-4864,ukb-d-30760_irnt,HDL cholesterol,Total Testosterone,Inverse variance weighted,109,-0.03525276657062766,0.019591317631422064,0.07195422236255825,-0.0736517491282149,0.0031462159869595843,0.9653613743320392,0.928995160888841,1.0031511705191247,-0.04 [-0.07:0],0.97 [0.93:1],overlaps null,-2.8730255704122426e-4,0.0012447599226529421,0.8179034592693091,672.7948545216225,108,1.8659210434538064e-82,0.039305554190437755,0.0019361467704398193,TRUE,0,78.84890880550942,0.04167262029355836,term trait as confounder,ieu-b-4864
