id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,lo_ci,up_ci,or,or_lci95,or_uci95,OR_CI,effect_direction,egger_intercept,egger_intercept_se,egger_intercept_pval,Q,Q_df,Q_pval,snp_r2.exposure,snp_r2.outcome,correct_causal_direction,steiger_pval,Fst,total_r2
met-c-909,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Total cholesterol in medium VLDL,MR Egger,15,-0.08691703832228659,0.07245051877690378,0.2516739507806798,-0.228920055125018,0.05508597848044483,0.9167531478575939,0.7953921184868875,1.0566314583373164,0.92 [0.8:1.06],overlaps null,0.0014632674487147577,0.008255760150259157,0.8620500460777623,26.688295955944195,13,0.01372197308568142,0.05159615812528017,1.5011015928241415e-4,TRUE,2.7560098744288703e-207,79.54302804071806,0.05249638272416103
met-c-909,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Total cholesterol in medium VLDL,Weighted median,15,-0.07600134125053522,0.025869223142896334,0.0033043738680042186,-0.12670501861061204,-0.025297663890458406,0.9268149634674828,0.8809935109614372,0.9750196406893069,0.93 [0.88:0.98],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met-c-900,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Free cholesterol in medium HDL,Inverse variance weighted,5,0.08552042097993577,0.03333939433577446,0.010313233686066863,0.02017520808181783,0.1508656338780537,1.0892838053596763,1.0203801032065294,1.162840401229086,1.09 [1.02:1.16],positive,0.0022095402034291774,0.010825833198482075,0.851337599458931,3.408170976422932,4,0.49197778543322046,0.01721655938880555,3.0409162041594735e-5,TRUE,1.7310387397132782e-70,76.6545636010931,0.017472102995130155
met-c-900,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Free cholesterol in medium HDL,MR Egger,5,0.06796648991579439,0.09296588329070538,0.5176503294641225,-0.11424664133398814,0.2501796211655769,1.0703294410481201,0.8920379153265715,1.2842560755447034,1.07 [0.89:1.28],overlaps null,0.0022095402034291774,0.010825833198482075,0.851337599458931,3.36149511059236,3,0.3391749700920495,0.01721655938880555,3.0409162041594735e-5,TRUE,1.7310387397132782e-70,76.6545636010931,0.017472102995130155
met-c-900,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Free cholesterol in medium HDL,Weighted median,5,0.07410503026939352,0.038360773890703775,0.05338520272431487,-0.0010820865563858778,0.1492921470951729,1.0769199087446142,0.9989184986881577,1.161012125987829,1.08 [1:1.16],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met-c-914,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Phospholipids in medium VLDL,Inverse variance weighted,15,-0.08913727494344893,0.02294977480057779,1.027454657393478e-4,-0.13411883355258142,-0.04415571633431646,0.9147199968195432,0.874486140133884,0.9568049557119844,0.91 [0.87:0.96],negative,6.080872683005587e-5,0.0063320652345452986,0.9924836020588215,20.41983699597318,14,0.11745081728827755,0.049030248427037584,1.3432895893471833e-4,TRUE,8.833540734884542e-195,74.26165521183952,0.04986697899405863
met-c-914,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Phospholipids in medium VLDL,MR Egger,15,-0.08966038466267467,0.05945071229112838,0.15543011221085523,-0.2061837807532863,0.026863011427936956,0.9142416230307346,0.8136835231700249,1.0272270747544898,0.91 [0.81:1.03],overlaps null,6.080872683005587e-5,0.0063320652345452986,0.9924836020588215,20.41969213650115,13,0.08522812773035217,0.049030248427037584,1.3432895893471833e-4,TRUE,8.833540734884542e-195,74.26165521183952,0.04986697899405863
met-c-914,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Phospholipids in medium VLDL,Weighted median,15,-0.07761111979487245,0.028310567453537494,0.006117449266272851,-0.13309983200380593,-0.022122407585938968,0.9253241968487104,0.875377697036849,0.9781204983540586,0.93 [0.88:0.98],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-366,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Calpastatin,Inverse variance weighted,4,0.054910973832457736,0.017114176782664883,0.0013342557790093704,0.021367187338434568,0.0884547603264809,1.0564465591004828,1.0215971002969657,1.0924848278355717,1.06 [1.02:1.09],positive,0.005358112114186554,0.006305377872059192,0.4849515216428415,0.8837341440617457,3,0.829351254199519,0.06779582451308568,3.414245935223443e-5,TRUE,5.723493806635821e-50,59.14026241650159,0.06696587726017432
prot-a-366,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Calpastatin,MR Egger,4,0.03420294191801184,0.029778253970220592,0.3695596806802828,-0.02416243586362052,0.0925683196996442,1.034794588618896,0.9761271388246563,1.096988084896695,1.03 [0.98:1.1],overlaps null,0.005358112114186554,0.006305377872059192,0.4849515216428415,0.16162747391847468,2,0.9223654780439993,0.06779582451308568,3.414245935223443e-5,TRUE,5.723493806635821e-50,59.14026241650159,0.06696587726017432
prot-a-366,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Calpastatin,Weighted median,4,0.05151114028710407,0.019703074047006684,0.008939197804817693,0.012893115154970963,0.09012916541923717,1.0528609153996786,1.0129765897274823,1.0943156223131174,1.05 [1.01:1.09],positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ukb-a-487,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Types of physical activity in last 4 weeks: Heavy DIY (eg: weeding  lawn mowing  carpentry  digging),Inverse variance weighted,3,-1.1014827757934817,0.5588847107003417,0.048740044043748265,-2.1968968087661516,-0.006068742820811934,0.33237787626121107,0.11114753581022832,0.9939496348037481,0.33 [0.11:0.99],negative,0.01502147385099878,0.10736672715565933,0.9115061603322547,2.6213801862809842,2,0.2696339196478382,3.5415106300289254e-4,2.363237167333263e-5,TRUE,2.6050285672164186e-7,39.63119445602797,0.00035415151306080503
ukb-a-487,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Types of physical activity in last 4 weeks: Heavy DIY (eg: weeding  lawn mowing  carpentry  digging),MR Egger,3,-2.804229935187251,12.195615574990724,0.8561181557722032,-26.70763646216907,21.099176591794567,0.06055338325285148,2.5177978583840398e-12,1456317158.7253873,0.06 [0:1456317158.73],overlaps null,0.01502147385099878,0.10736672715565933,0.9115061603322547,2.5710536772028942,1,0.10883521755590894,3.5415106300289254e-4,2.363237167333263e-5,TRUE,2.6050285672164186e-7,39.63119445602797,0.00035415151306080503
ukb-a-487,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Types of physical activity in last 4 weeks: Heavy DIY (eg: weeding  lawn mowing  carpentry  digging),Weighted median,3,-1.2049980124534838,0.6381935570177258,0.0590073201472602,-2.4558573842082265,0.0458613593012589,0.29969259516562785,0.08578960924365736,1.0469292538915391,0.3 [0.09:1.05],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ukb-a-11,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Morning/evening person (chronotype),Inverse variance weighted,77,0.2683885884289147,0.07484351324898442,3.357932571585207e-4,0.12169530246090526,0.4150818743969242,1.3078552587042482,1.1294099209239168,1.5144947339590298,1.31 [1.13:1.51],positive,0.0012357007716662725,0.00430976147251302,0.7751162616228287,201.98128771700812,76,2.2616234080174885e-13,0.011789088126554834,7.542826655975373e-4,TRUE,4.666908473078759e-190,45.4632905917941,0.011789088224046482
ukb-a-11,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Morning/evening person (chronotype),MR Egger,77,0.2080838791032774,0.22339803002248487,0.35461004050048384,-0.2297762597407929,0.6459440179473477,1.2313164469368196,0.7947113915460484,1.907787164781396,1.23 [0.79:1.91],overlaps null,0.0012357007716662725,0.00430976147251302,0.7751162616228287,201.76013399079653,75,1.4638155613734616e-13,0.011789088126554834,7.542826655975373e-4,TRUE,4.666908473078759e-190,45.4632905917941,0.011789088224046482
ukb-a-11,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Morning/evening person (chronotype),Weighted median,77,0.17681669332129935,0.0696921795598417,0.011177197610815499,0.040220021384009624,0.3134133652585891,1.1934123126284397,1.0410398000137833,1.3680869337697792,1.19 [1.04:1.37],positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ukb-b-16576,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Dried fruit intake,Inverse variance weighted,40,-0.6161217734645628,0.1539264063575247,6.262274930517682e-5,-0.9178175299253111,-0.3144260170038144,0.540034758736625,0.3993897467648101,0.7302078809135336,0.54 [0.4:0.73],negative,0.0010673088469119304,0.008476346668627316,0.9004621630286249,108.01345184415113,39,2.1324577396535978e-8,0.004158129486816245,5.059395313158978e-4,TRUE,4.3846428821674205e-59,41.927585086203685,0.004158284757990273
ukb-b-16576,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Dried fruit intake,MR Egger,40,-0.7019560015344759,0.6992790823412965,0.32181111185619155,-2.072543002923417,0.6686309998544653,0.49561493150941394,0.12586529856076561,1.951563799902267,0.5 [0.13:1.95],overlaps null,0.0010673088469119304,0.008476346668627316,0.9004621630286249,107.96840380599537,38,1.258958831497933e-8,0.004158129486816245,5.059395313158978e-4,TRUE,4.3846428821674205e-59,41.927585086203685,0.004158284757990273
ukb-b-16576,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Dried fruit intake,Weighted median,40,-0.5300525920270551,0.14535301428495,2.6567414298419467e-4,-0.8149445000255571,-0.24516068402855312,0.5885740145638684,0.442663894514439,0.7825787802274194,0.59 [0.44:0.78],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ukb-d-1418_3,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Milk type used: Skimmed,Inverse variance weighted,3,-5.0090698425676905,1.5715445400956447,0.001435805886777403,-8.089297141155154,-1.928842543980227,0.006677111183249682,3.068053222027176e-4,0.14531629840508378,0.01 [0:0.15],negative,0.06467004582978295,0.025262117243697955,0.23707946493483092,11.51928500393563,2,0.0031522383160277386,3.9672357063675755e-4,0.00029103028189954874,TRUE,0.325885961523261,47.731825502847606,3.967235976627993e-4
ukb-d-1418_3,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Milk type used: Skimmed,MR Egger,3,-14.479689584766895,3.7868677247144316,0.16284752223896626,-21.90195032520718,-7.057428844326609,5.14695905845843e-7,3.0768323338946405e-10,8.609889872001845e-4,0 [0:0],negative,0.06467004582978295,0.025262117243697955,0.23707946493483092,1.5250458259806179,1,0.21685750340531632,3.9672357063675755e-4,0.00029103028189954874,TRUE,0.325885961523261,47.731825502847606,3.967235976627993e-4
ukb-d-1418_3,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Milk type used: Skimmed,Weighted median,3,-4.1516465560029205,1.1014364261999556,1.6370469553671067e-4,-6.310461951354833,-1.9928311606510074,0.015738480848357404,0.0018171935902457073,0.13630896605827275,0.02 [0:0.14],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
met-c-864,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Total cholesterol in HDL,Inverse variance weighted,12,0.05999628415924076,0.023417591021135848,0.010406599591494405,0.014097805757814504,0.10589476256066702,1.061832600937171,1.0141976484573414,1.1117048773757054,1.06 [1.01:1.11],positive,0.003945900598740118,0.007999784030541336,0.6324871620435073,10.932232347055283,11,0.4489580220880055,0.046906112524312066,7.814668862293916e-5,TRUE,3.0079076505215615e-188,89.64046760115828,0.047559490820783715
met-c-864,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Total cholesterol in HDL,MR Egger,12,0.03278721628590523,0.06023448848562157,0.5981439174199733,-0.08527238114591304,0.15084681371772352,1.0333306399151885,0.9182621330427003,1.1628185165922333,1.03 [0.92:1.16],overlaps null,0.003945900598740118,0.007999784030541336,0.6324871620435073,10.672572457313901,10,0.38358994143897934,0.046906112524312066,7.814668862293916e-5,TRUE,3.0079076505215615e-188,89.64046760115828,0.047559490820783715
met-c-864,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Total cholesterol in HDL,Weighted median,12,0.05753865421210337,0.02910406726889907,0.048041967229291674,4.946823650611928e-4,0.11458262605914554,1.059226213418141,1.0004948047405604,1.1214052945363067,1.06 [1:1.12],positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-305,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Complement C1q tumor necrosis factor-related protein 5,Inverse variance weighted,4,-0.08843736531564968,0.027684638309849914,0.0014009452736029374,-0.1426992564029555,-0.03417547422834385,0.9153604422528754,0.8670147788333787,0.9664019111286715,0.92 [0.87:0.97],negative,-0.03219659288773699,0.03544667947690726,0.45959049930783313,6.325777386005322,3,0.09679253635065575,0.07901403528082858,1.2056170081648491e-4,TRUE,2.621049516839858e-56,69.91309358864557,0.07821016840460071
prot-a-305,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Complement C1q tumor necrosis factor-related protein 5,MR Egger,4,0.04138275647701942,0.145744344163663,0.8031519684743512,-0.24427615808376005,0.3270416710377989,1.0422509575136911,0.7832712976920561,1.3868592678411673,1.04 [0.78:1.39],overlaps null,-0.03219659288773699,0.03544667947690726,0.45959049930783313,4.478381996435884,2,0.10654466434609505,0.07901403528082858,1.2056170081648491e-4,TRUE,2.621049516839858e-56,69.91309358864557,0.07821016840460071
prot-a-305,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Complement C1q tumor necrosis factor-related protein 5,Weighted median,4,-0.0705478678516277,0.02551918380975873,0.0057009530543280056,-0.1205654681187548,-0.02053026758450059,0.9318831312146975,0.8864190532578626,0.9796790435075254,0.93 [0.89:0.98],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-2744,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),SLAM family member 7,Inverse variance weighted,3,-0.044194441939683554,0.0208044860937969,0.0336471861049109,-0.08497123468352548,-0.0034176491958416294,0.956767903578294,0.918538706078016,0.9965881843196425,0.96 [0.92:1],negative,-0.0173683215954245,0.027237887958144993,0.6386250643771065,3.322668856280025,2,0.1898854225107777,0.10880328690031353,4.60908233375111e-5,TRUE,2.0873834012438915e-81,130.4280317215262,0.10608838285466152
prot-a-2744,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),SLAM family member 7,MR Egger,3,0.0074772743582275855,0.08474648633718018,0.9439754254113295,-0.15862583886264556,0.17358038757910074,1.007505298979858,0.8533155767726867,1.1895563084780008,1.01 [0.85:1.19],overlaps null,-0.0173683215954245,0.027237887958144993,0.6386250643771065,2.3621965035689674,1,0.12430705172387757,0.10880328690031353,4.60908233375111e-5,TRUE,2.0873834012438915e-81,130.4280317215262,0.10608838285466152
prot-a-2744,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),SLAM family member 7,Weighted median,3,-0.05494881664520065,0.01778368033330678,0.0020026094150888563,-0.08980483009848195,-0.020092803191919355,0.9465335934784156,0.9141095745381934,0.9801077119619742,0.95 [0.91:0.98],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-2073,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Pro-FMRFamide-related neuropeptide FF,Inverse variance weighted,3,-0.0323825005235515,0.012200053694707861,0.007947510502562951,-0.05629460576517891,-0.008470395281924094,0.9681361986449337,0.9452606156386111,0.9915653774419005,0.97 [0.95:0.99],negative,-0.04312933619698672,0.04238693308220986,0.49447337175837114,1.598073286329924,2,0.44976203681426286,0.20839343316829595,3.8027572981841824e-5,TRUE,8.669137648659299e-169,272.3163399028714,0.1985802487573066
prot-a-2073,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Pro-FMRFamide-related neuropeptide FF,MR Egger,3,0.05814629649440905,0.08980305636378895,0.6341941628865022,-0.1178676939786173,0.2341602869674354,1.059870039640148,0.8888136402321607,1.2638470541849391,1.06 [0.89:1.26],overlaps null,-0.04312933619698672,0.04238693308220986,0.49447337175837114,0.5627367040198431,1,0.45315967978556293,0.20839343316829595,3.8027572981841824e-5,TRUE,8.669137648659299e-169,272.3163399028714,0.1985802487573066
prot-a-2073,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Pro-FMRFamide-related neuropeptide FF,Weighted median,3,-0.031657575838631186,0.014318313648846967,0.02703687998587541,-0.05972147059037124,-0.003593681086891131,0.9688382789206116,0.9420268792375912,0.9964127684568052,0.97 [0.94:1],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-1506,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Interleukin-21,Inverse variance weighted,3,0.04718316434839465,0.02157200593866112,0.028724974152655482,0.004902032708618859,0.08946429598817045,1.0483140052473765,1.00491406732762,1.093588287126162,1.05 [1:1.09],positive,-0.016044247597057856,0.022324839969745547,0.6032915355784403,1.9261249236621163,2,0.3817220848084184,0.06950213178291943,3.1666545253101856e-5,TRUE,3.882780371933717e-51,81.0257592830157,0.06866439876045333
prot-a-1506,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Interleukin-21,MR Egger,3,0.10172688082739263,0.0796939032279932,0.42306134025083075,-0.05447316949947405,0.2579269311542593,1.107081065368743,0.9469839165694443,1.2942442462359531,1.11 [0.95:1.29],overlaps null,-0.016044247597057856,0.022324839969745547,0.6032915355784403,1.270120340893518,1,0.2597441052461115,0.06950213178291943,3.1666545253101856e-5,TRUE,3.882780371933717e-51,81.0257592830157,0.06866439876045333
prot-a-1506,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Interleukin-21,Weighted median,3,0.044337577019336306,0.02344417568417207,0.05859792476334318,-0.0016130073216409496,0.09028816136031356,1.0453351764659438,0.9983882928754991,1.0944896278880452,1.05 [1:1.09],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
