id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,lo_ci,up_ci,or,or_lci95,or_uci95,OR_CI,effect_direction,egger_intercept,egger_intercept_se,egger_intercept_pval,Q,Q_df,Q_pval,snp_r2.exposure,snp_r2.outcome,correct_causal_direction,steiger_pval,Fst,total_r2
prot-a-3198,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Vascular endothelial growth factor A,NO SENSITIVITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-42,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Pituitary adenylate cyclase-activating polypeptide,Wald ratio,1,0.06833036244800951,0.0510992275698158,0.1811543263038221,-0.03182412358882947,0.1684848484848485,1.070718975398266,0.9686769345210976,1.183510294734847,1.07 [0.97:1.18],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-42,ieu-a-1126,Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Pituitary adenylate cyclase-activating polypeptide,NO SENSITIVITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-70,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),RAC-alpha/beta/gamma serine/threonine-protein kinase,Wald ratio,1,-0.022477522477522476,0.025224775224775224,0.3728813672634215,-0.07191808191808191,0.026963036963036962,0.9777732148657486,0.9306071262396387,1.0273298288312414,0.98 [0.93:1.03],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-70,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),RAC-alpha/beta/gamma serine/threonine-protein kinase,NO SENSITIVITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-71,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),RAC-alpha/beta/gamma serine/threonine-protein kinase,Wald ratio,1,-0.024379129642287535,0.023012075643654588,0.2894149453712948,-0.069482797903850535,0.020724538619275458,0.9759156410624372,0.9328761806722876,1.0209407831422408,0.98 [0.93:1.02],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-71,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),RAC-alpha/beta/gamma serine/threonine-protein kinase,NO SENSITIVITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-1736,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Leukemia inhibitory factor,Wald ratio,1,0.09163346613545817,0.036852589641434265,0.01290114692537512,0.019402390438247014,0.16386454183266932,1.0959630408833376,1.019591840090677,1.178054727149866,1.1 [1.02:1.18],positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-1736,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Leukemia inhibitory factor,NO SENSITIVITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-1737,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Leukemia inhibitory factor receptor,Wald ratio,1,-0.14052069425901204,0.031041388518024033,5.986042193028805e-6,-0.20136181575433915,-0.07967957276368492,0.8689056833874507,0.8176165514807171,0.9234121854012134,0.87 [0.82:0.92],negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-1737,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Leukemia inhibitory factor receptor,NO SENSITIVITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-1845,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Mitogen-activated protein kinase 1,Wald ratio,1,-0.021361549211419445,0.02016370533040527,0.2894149453712948,-0.06088241165901377,0.01815931323617488,0.9788649927179903,0.9409338761245811,1.0183251961500503,0.98 [0.94:1.02],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-1845,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Mitogen-activated protein kinase 1,NO SENSITIVITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-2155,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Oncostatin-M,Inverse variance weighted,2,-0.016355120979066176,0.046351032252688794,0.7241983211201581,-0.10720314419433621,0.07449290223620386,0.9837778978451122,0.8983431612551028,1.077337696806617,0.98 [0.9:1.08],overlaps null,NA,NA,NA,2.324966683319492,1,0.12731294623692008,0.029769335154483156,1.1447000649397017e-5,TRUE,2.396132476325578e-22,50.19263623468274,0.02953910884754471
prot-a-2869,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Signal transducer and activator of transcription 3,Inverse variance weighted,2,-0.019171773735881935,0.022991207972079823,0.4043519119636832,-0.06423454136115839,0.025890993889394517,0.9810108358727998,0.9377850243590127,1.0262290771359344,0.98 [0.94:1.03],overlaps null,NA,NA,NA,0.6387859150262039,1,0.42415077711625365,0.06526620014259461,7.091748111911829e-6,TRUE,5.314273360772397e-49,112.13199893914997,0.06367041142100349
prot-a-3198,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Vascular endothelial growth factor A,Wald ratio,1,0.004763038818766373,0.020481066920695404,0.8161045358884769,-0.035379852345796624,0.044905929983329367,1.004774400119104,0.9652386984288103,1.0459294646785904,1 [0.97:1.05],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-3198,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Vascular endothelial growth factor A,NO SENSITIVITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-42,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Pituitary adenylate cyclase-activating polypeptide,Wald ratio,1,0.061200237670825906,0.06060606060606061,0.3125892409515345,-0.05758764111705288,0.1799881164587047,1.0631117679000501,0.9440391501150925,1.1972031360243705,1.06 [0.94:1.2],overlaps null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prot-a-42,ieu-a-1127,ER+ Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis),Pituitary adenylate cyclase-activating polypeptide,NO SENSITIVITY,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
