exposure.id	exposure.trait	exposure.sample_size	exposure.sex	outcome.id	outcome.sample_size	N_case	mr.pval	mr.b	mr.se
ukb-a-532	Diagnoses - main ICD10: I20 Angina pectoris	337199.0	Males and Females	ukb-a-519	337199.0	5510	8.15707284200006e-31	0.186544665133208	0.016163064955286
ukb-a-537	Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis	337199.0	Males and Females	ieu-a-1137	22068.0	4480	1.83822909060918e-11	-13.7810880489962	2.05126785374896
ukb-a-539	Diagnoses - main ICD10: I84 Haemorrhoids	337199.0	Males and Females	ieu-a-1133	69970.0	27078	5.32877040111754e-06	9.01543796175338	1.98080129913494
ukb-a-539	Diagnoses - main ICD10: I84 Haemorrhoids	337199.0	Males and Females	ukb-a-519	337199.0	5510	1.34365873426791e-27	-0.289933131466821	0.0266334963519357
ukb-a-539	Diagnoses - main ICD10: I84 Haemorrhoids	337199.0	Males and Females	ieu-a-1126	228951.0	122977	1.47423908867313e-13	6.39329821171166	0.865191277762178
ukb-a-539	Diagnoses - main ICD10: I84 Haemorrhoids	337199.0	Males and Females	ieu-a-1130	89677.0	46785	1.59206393871552e-33	10.0725000037429	0.834765685925826
ukb-a-543	Diagnoses - main ICD10: J44 Other chronic obstructive pulmonary disease	337199.0	Males and Females	ieu-a-1135	55149.0	9655	1.27213551042024e-234	34.4763837002196	1.05412166278462
ukb-a-543	Diagnoses - main ICD10: J44 Other chronic obstructive pulmonary disease	337199.0	Males and Females	ieu-a-1131	32498.0	14910	5.21983006355711e-09	29.2597377244387	5.01022215796763
ukb-a-552	Diagnoses - main ICD10: K50 Crohn's disease [regional enteritis]	337199.0	Males and Females	ieu-a-1137	22068.0	4480	9.38623769481487e-22	38.8616007761479	4.0550770355824
ukb-a-552	Diagnoses - main ICD10: K50 Crohn's disease [regional enteritis]	337199.0	Males and Females	ieu-a-1128	127442.0	21468	6.96684506740202e-296	19.3683292228947	0.526829788576375
ukb-a-553	Diagnoses - main ICD10: K51 Ulcerative colitis	337199.0	Males and Females	ieu-a-1130	89677.0	46785	1.05192107742802e-87	6.21045085938861	0.312832223676732
ukb-a-555	Diagnoses - main ICD10: K57 Diverticular disease of intestine	337199.0	Males and Females	ieu-a-1127	175475.0	69501	1.10664178930671e-07	-3.05920211290916	0.57630753453642
ukb-a-563	Diagnoses - main ICD10: M17 Gonarthrosis [arthrosis of knee]	337199.0	Males and Females	ukb-a-519	337199.0	5510	4.43421876519435e-06	0.157469053551444	0.0343076022423901
ukb-a-563	Diagnoses - main ICD10: M17 Gonarthrosis [arthrosis of knee]	337199.0	Males and Females	ieu-a-1134	21814.0	4226	4.11581214439006e-16	-17.3180706548288	2.1288072491546
ukb-a-563	Diagnoses - main ICD10: M17 Gonarthrosis [arthrosis of knee]	337199.0	Males and Females	ieu-a-1130	89677.0	46785	2.07804991235917e-09	3.19065642059864	0.532522886826327
ukb-a-564	Diagnoses - main ICD10: M20 Acquired deformities of fingers and toes	337199.0	Males and Females	ukb-a-519	337199.0	5510	0.0	0.108120720828772	0.00147218448660522
ukb-a-564	Diagnoses - main ICD10: M20 Acquired deformities of fingers and toes	337199.0	Males and Females	ieu-a-1128	127442.0	21468	2.21581458567691e-47	13.955307103413	0.965197587584495
ukb-a-565	Diagnoses - main ICD10: M21 Other acquired deformities of limbs	337199.0	Males and Females	ieu-a-1130	89677.0	46785	4.29863942284892e-06	16.0690590583263	3.49601370454224
ukb-a-574	Diagnoses - main ICD10: N20 Calculus of kidney and ureter	337199.0	Males and Females	ieu-a-1130	89677.0	46785	1.25074841766821e-26	-3.33889450418107	0.312604695599268
ukb-a-578	Diagnoses - main ICD10: N92 Excessive  frequent and irregular menstruation	337199.0	Males and Females	ieu-a-1133	69970.0	27078	3.25958406096973e-06	-6.54798284065985	1.40703487813123
ukb-a-578	Diagnoses - main ICD10: N92 Excessive  frequent and irregular menstruation	337199.0	Males and Females	ieu-a-1135	55149.0	9655	2.42508373199104e-10	10.2743171918529	1.6226845959133
ukb-a-578	Diagnoses - main ICD10: N92 Excessive  frequent and irregular menstruation	337199.0	Males and Females	ukb-a-55	337159.0	7480	1.59232364168197e-84	-0.0920094224578186	0.0047230409994594
ukb-a-584	Diagnoses - main ICD10: R14 Flatulence and related conditions	337199.0	Males and Females	ieu-a-1126	228951.0	122977	6.55633521331685e-31	12.4116587125411	1.07365522693176
ukb-a-584	Diagnoses - main ICD10: R14 Flatulence and related conditions	337199.0	Males and Females	ieu-a-1127	175475.0	69501	8.1950123066024e-57	23.7143037660024	1.49297939154134
ukb-a-584	Diagnoses - main ICD10: R14 Flatulence and related conditions	337199.0	Males and Females	ieu-a-1129	106776.0	61282	8.69555767700399e-189	16.6859814786789	0.569370690251256
ukb-a-584	Diagnoses - main ICD10: R14 Flatulence and related conditions	337199.0	Males and Females	ieu-a-1130	89677.0	46785	8.15836119616583e-32	15.4934362866751	1.31996113405638
ukb-a-584	Diagnoses - main ICD10: R14 Flatulence and related conditions	337199.0	Males and Females	ieu-a-1132	83691.0	38197	9.63269266759214e-11	24.9467244099117	3.85420100965157
ukb-a-584	Diagnoses - main ICD10: R14 Flatulence and related conditions	337199.0	Males and Females	ieu-a-1133	69970.0	27078	1.64599503182198e-95	23.5497859334096	1.13570514025443
ukb-a-585	Diagnoses - main ICD10: R31 Unspecified haematuria	337199.0	Males and Females	ieu-a-1134	21814.0	4226	4.9050901279933e-51	14.7016663778298	0.978366534602557
ukb-a-344	Difficulty not smoking for 1 day	23332.0	Males and Females	ukb-a-519	337199.0	5510	8.67851503239084e-06	-0.00701223830790363	0.00157659043856427
ukb-a-4	Duration of light DIY	168725.0	Males and Females	ieu-a-1134	21814.0	4226	6.30045868767291e-09	-0.746084863052661	0.128445291008978
ukb-a-512	Duration of vigorous activity	183731.0	Males and Females	ieu-a-1130	89677.0	46785	8.3477701196466e-20	0.347095724148621	0.0381065152485557
ukb-a-512	Duration of vigorous activity	183731.0	Males and Females	ieu-a-1133	69970.0	27078	7.69734270874259e-07	0.276427625377438	0.0559243069052402
ukb-a-378	Ever highly irritable/argumentative for 2 days	108925.0	Males and Females	ieu-a-1131	32498.0	14910	1.45105720010921e-09	1.90246300857055	0.314471707035195
ukb-a-378	Ever highly irritable/argumentative for 2 days	108925.0	Males and Females	ieu-a-1137	22068.0	4480	0.0	4.34336085508518	0.108069860098379
ukb-a-378	Ever highly irritable/argumentative for 2 days	108925.0	Males and Females	ukb-a-55	337159.0	7480	2.39009463454695e-08	0.022246984366141	0.00398613275368853
ieu-a-85	Extreme body mass index	16068.0	Males and Females	ieu-a-1127	175475.0	69501	5.15876620523361e-08	-0.127222475776786	0.0233617930992642
ieu-a-87	Extreme waist-to-hip ratio	10255.0	Males and Females	ieu-a-1133	69970.0	27078	1.38783597924898e-46	0.0596797860726324	0.00416419505094162
ieu-a-87	Extreme waist-to-hip ratio	10255.0	Males and Females	ieu-a-1137	22068.0	4480	6.07404797962693e-21	-0.093102423187519	0.00991642500999134
ukb-a-426	Eye problems/disorders: Cataract	108817.0	Males and Females	ieu-a-1137	22068.0	4480	7.79450377364053e-06	3.3749638070267	0.754898459968435
ukb-a-426	Eye problems/disorders: Cataract	108817.0	Males and Females	ieu-a-1134	21814.0	4226	5.02756794853134e-22	2.85382958166518	0.295804459282986
ukb-a-36	Handedness (chirality/laterality): Left-handed	337130.0	Males and Females	ieu-a-1136	50225.0	7333	4.49158560802604e-88	4.68400999883472	0.235435948809757
ukb-a-354	Headaches for 3+ months	65583.0	Males and Females	ukb-a-519	337199.0	5510	3.18266458524286e-29	-0.0177287713408995	0.00157983336335419
ieu-a-1034	Height	13960.0	Males and Females	ieu-a-1126	228951.0	122977	9.45025306953864e-07	0.224204107552458	0.0457302425089537
ieu-a-1034	Height	13960.0	Males and Females	ieu-a-1127	175475.0	69501	2.60375037154129e-07	0.285624409619347	0.0554601862755735
ieu-a-89	Height	253288.0	Males and Females	ieu-a-1132	83691.0	38197	1.23023838147825e-08	0.118110479581239	0.020737573888988
ieu-a-99	Hip circumference	73137.0	Females	ieu-a-1130	89677.0	46785	3.6065961077087e-07	-0.640139872062477	0.125798079056853
ieu-a-100	Hip circumference	60586.0	Males	ieu-a-1132	83691.0	38197	5.98115814994862e-06	0.79185162044052	0.174915424439424
ieu-a-55	Hip circumference	211114.0	Males and Females	ieu-a-1132	83691.0	38197	1.85719417093276e-06	0.21726874798896	0.0455645425475318
ieu-a-101	Hip circumference	73137.0	Females	ieu-a-1135	55149.0	9655	1.12558442349127e-08	0.615043247973451	0.107701462527011
ieu-a-100	Hip circumference	60586.0	Males	ieu-a-1131	32498.0	14910	2.64996612888133e-237	0.55705647552966	0.0169347320371766
ieu-a-99	Hip circumference	73137.0	Females	ieu-a-1131	32498.0	14910	1.71378900401947e-07	-0.680786547972218	0.130219991581246
ieu-a-100	Hip circumference	60586.0	Males	ukb-a-519	337199.0	5510	1.54163251763851e-06	0.0156677436509524	0.00326019970415799
ieu-a-100	Hip circumference	60586.0	Males	ukb-a-55	337159.0	7480	1.51481652827149e-06	0.0183204707000371	0.00380940694388694
ieu-a-99	Hip circumference	73137.0	Females	ukb-a-55	337159.0	7480	1.09552286527163e-06	-0.0216059552718226	0.00443321401488403
ieu-a-100	Hip circumference	60586.0	Males	ieu-a-1126	228951.0	122977	1.42082380202682e-07	0.602507970244421	0.114490057918733
ieu-a-101	Hip circumference	73137.0	Females	ieu-a-1126	228951.0	122977	3.83187911266248e-06	0.300115131394609	0.0649557850803822
ieu-a-99	Hip circumference	73137.0	Females	ieu-a-1126	228951.0	122977	6.2477875672861e-11	-0.571581023959631	0.0874286428560777
ieu-a-100	Hip circumference	60586.0	Males	ieu-a-1127	175475.0	69501	4.2242085398583e-07	0.675897980871413	0.133614540016874
ieu-a-99	Hip circumference	73137.0	Females	ieu-a-1127	175475.0	69501	5.44301698202213e-08	-0.522189209059877	0.0960578384845334
ieu-a-55	Hip circumference	211114.0	Males and Females	ieu-a-1127	175475.0	69501	1.61394859752666e-06	0.160989450123887	0.0335633596104615
ieu-a-100	Hip circumference	60586.0	Males	ieu-a-1129	106776.0	61282	3.47466299474737e-06	0.728947592103819	0.157081816662922
ieu-a-99	Hip circumference	73137.0	Females	ieu-a-1129	106776.0	61282	8.38671532094857e-06	-0.494692912753329	0.111040520025121
ukb-a-416	Illness  injury  bereavement  stress in last 2 years: Death of a close relative	335219.0	Males and Females	ieu-a-1128	127442.0	21468	1.21491852847648e-06	-1.29265877666277	0.266352453632469
ukb-a-418	Illness  injury  bereavement  stress in last 2 years: Financial difficulties	335219.0	Males and Females	ukb-a-519	337199.0	5510	2.66752180914435e-19	-0.0512605435248008	0.00570725659951094
ukb-a-418	Illness  injury  bereavement  stress in last 2 years: Financial difficulties	335219.0	Males and Females	ieu-a-1134	21814.0	4226	5.37449008937746e-14	-3.04808407038444	0.405196445638306
ukb-a-414	Illness  injury  bereavement  stress in last 2 years: None of the above	335219.0	Males and Females	ieu-a-1136	50225.0	7333	1.84962184861566e-10	2.43251718705379	0.381671053093734
ukb-a-206	Illnesses of father: Chronic bronchitis/emphysema	292053.0	Males and Females	ukb-a-55	337159.0	7480	1.72004968234326e-126	-0.0936958980905513	0.00391638355770272
ukb-a-206	Illnesses of father: Chronic bronchitis/emphysema	292053.0	Males and Females	ieu-a-1134	21814.0	4226	3.87313664501456e-64	-6.83159225908909	0.404025102453628
ukb-a-204	Illnesses of father: Prostate cancer	292053.0	Males and Females	ieu-a-1127	175475.0	69501	9.49502703733081e-07	1.66696674653103	0.340070617116533
ukb-a-210	Illnesses of mother: Alzheimer's disease/dementia	308780.0	Males and Females	ieu-a-1126	228951.0	122977	6.57162785000218e-06	-0.566625170720048	0.125718043878819
ukb-a-213	Illnesses of mother: Breast cancer	308780.0	Males and Females	ukb-a-519	337199.0	5510	6.20340493525285e-12	0.278225848050115	0.0404698122518631
ukb-a-213	Illnesses of mother: Breast cancer	308780.0	Males and Females	ukb-a-55	337159.0	7480	1.88355576429476e-25	0.387620699048705	0.0371777205171788
ukb-a-214	Illnesses of mother: Chronic bronchitis/emphysema	308780.0	Males and Females	ieu-a-1129	106776.0	61282	3.48655032984108e-12	3.04305328474236	0.437435823523772
ukb-a-214	Illnesses of mother: Chronic bronchitis/emphysema	308780.0	Males and Females	ieu-a-1137	22068.0	4480	6.61308720854779e-75	-8.83202015352731	0.482302261932456
ukb-a-211	Illnesses of mother: None of the above (group 1)	308780.0	Males and Females	ieu-a-1133	69970.0	27078	1.0838334085965e-06	1.11653579107288	0.228996685187951
ukb-a-217	Illnesses of siblings: Heart disease	259921.0	Males and Females	ieu-a-1134	21814.0	4226	8.94029549771867e-36	-1.63460634788959	0.130918735484033
ieu-a-1017	Immunoglobulin G index levels	938.0	Males and Females	ukb-a-519	337199.0	5510	1.21454963988069e-11	0.000344601414618922	5.08376375495577e-05
ukb-a-273	Impedance of arm (left)	331292.0	Males and Females	ieu-a-1127	175475.0	69501	7.02989960407756e-06	0.151954240584118	0.033821865176958
ieu-a-295	Inflammatory bowel disease	2413.0	Males and Females	ieu-a-1135	55149.0	9655	7.81207401376598e-06	-0.0220616670472059	0.00493519735986686
ieu-a-1049	Iron	23986.0	Males and Females	ieu-a-1137	22068.0	4480	3.37136770945951e-54	-0.158549644487637	0.0102278000229906
ieu-a-965	Lung adenocarcinoma	18336.0	Males and Females	ieu-a-1133	69970.0	27078	2.63580954910248e-41	0.026060968599187	0.00193596598308733
ieu-a-965	Lung adenocarcinoma	18336.0	Males and Females	ieu-a-1131	32498.0	14910	5.2027805510487e-08	-0.0315800892211936	0.00580064518145916
ieu-a-965	Lung adenocarcinoma	18336.0	Males and Females	ukb-a-519	337199.0	5510	3.756442064574e-06	-0.00151798501240806	0.000328253990757314
ukb-a-393	Maximum heart rate during fitness test	49610.0	Males and Females	ieu-a-1128	127442.0	21468	1.72433130317785e-06	0.0709688889283702	0.0148367784126849
ukb-a-495	Mineral and other dietary supplements: Calcium	336314.0	Males and Females	ukb-a-55	337159.0	7480	1.32263695235513e-74	0.130828433343837	0.00715909774442126
ukb-a-492	Mineral and other dietary supplements: Fish oil (including cod liver oil)	336314.0	Males and Females	ieu-a-1129	106776.0	61282	4.52746787657388e-15	-0.95278845015389	0.121538623124261
ukb-a-492	Mineral and other dietary supplements: Fish oil (including cod liver oil)	336314.0	Males and Females	ieu-a-1135	55149.0	9655	2.55858472213844e-07	-4.49331547118253	0.871919374403175
ukb-a-494	Mineral and other dietary supplements: Glucosamine	336314.0	Males and Females	ieu-a-1137	22068.0	4480	1.063022571678e-71	4.24543139388394	0.237098424676699
ukb-a-494	Mineral and other dietary supplements: Glucosamine	336314.0	Males and Females	ieu-a-1126	228951.0	122977	5.1543215295548e-35	-0.133423381448065	0.0108074916262059
ukb-a-494	Mineral and other dietary supplements: Glucosamine	336314.0	Males and Females	ieu-a-1128	127442.0	21468	3.36184775718076e-19	0.811124987679667	0.0905661655190386
ukb-a-493	Mineral and other dietary supplements: None of the above	336314.0	Males and Females	ieu-a-1136	50225.0	7333	0.0	-2.5986128974828	0.0636556179070626
ukb-a-493	Mineral and other dietary supplements: None of the above	336314.0	Males and Females	ieu-a-1131	32498.0	14910	0.0	1.38980136065847	0.00291374523689083
ukb-a-493	Mineral and other dietary supplements: None of the above	336314.0	Males and Females	ieu-a-1137	22068.0	4480	4.19019391015668e-210	1.7405472575849	0.0562667575976407
ukb-a-11	Morning/evening person (chronotype)	301143.0	Males and Females	ieu-a-1127	175475.0	69501	4.23474095718848e-06	0.261791480643566	0.0569171827222304
ukb-a-103	Non-cancer illness code  self-reported: crohns disease	337159.0	Males and Females	ieu-a-1137	22068.0	4480	1.13551676616833e-34	26.2067407141111	2.13379975090058
ukb-a-102	Non-cancer illness code  self-reported: diverticular disease/diverticulitis	337159.0	Males and Females	ieu-a-1127	175475.0	69501	1.80138361565474e-11	-3.22652141108162	0.480045868284147
ukb-a-109	Non-cancer illness code  self-reported: hiatus hernia	337159.0	Males and Females	ukb-a-519	337199.0	5510	4.37679706876725e-07	0.248564859981516	0.0492032854639166
ukb-a-109	Non-cancer illness code  self-reported: hiatus hernia	337159.0	Males and Females	ukb-a-55	337159.0	7480	2.39445481762972e-48	0.280310386126145	0.0191850596360844
ukb-a-72	Non-cancer illness code  self-reported: kidney stone/ureter stone/bladder stone	337159.0	Males and Females	ieu-a-1130	89677.0	46785	7.14066675544574e-38	-2.95150007450658	0.229431857157292
ukb-a-72	Non-cancer illness code  self-reported: kidney stone/ureter stone/bladder stone	337159.0	Males and Females	ieu-a-1131	32498.0	14910	1.06319911918303e-07	-10.2055617456861	1.91993491191228
ukb-a-78	Non-cancer illness code  self-reported: migraine	337159.0	Males and Females	ieu-a-1137	22068.0	4480	5.42738901843567e-07	6.71747832536441	1.34066609534286
ukb-a-106	Non-cancer illness code  self-reported: osteoarthritis	337159.0	Males and Females	ieu-a-1135	55149.0	9655	1.14465196563464e-15	-0.680051113362753	0.0848974968187491
ukb-a-106	Non-cancer illness code  self-reported: osteoarthritis	337159.0	Males and Females	ieu-a-1137	22068.0	4480	0.0	-6.27316127068641	0.0570331390946044
ukb-a-106	Non-cancer illness code  self-reported: osteoarthritis	337159.0	Males and Females	ieu-a-1126	228951.0	122977	1.04168824827867e-298	1.77892390629488	0.0481566975634635
ukb-a-90	Non-cancer illness code  self-reported: pernicious anaemia	337159.0	Males and Females	ieu-a-1126	228951.0	122977	3.36483017585716e-26	5.22097644570158	0.4930738753508
ukb-a-90	Non-cancer illness code  self-reported: pernicious anaemia	337159.0	Males and Females	ieu-a-1137	22068.0	4480	5.30265189509662e-13	32.2761068024671	4.47204189536102
ukb-a-64	Non-cancer illness code  self-reported: pulmonary embolism +/- dvt	337159.0	Males and Females	ieu-a-1126	228951.0	122977	3.55225537897676e-11	-3.12475366702814	0.471899973475291
ukb-a-75	Non-cancer illness code  self-reported: type 2 diabetes	337159.0	Males and Females	ieu-a-1126	228951.0	122977	1.63675940962885e-12	14.5782626599429	2.06421417802461
ukb-a-75	Non-cancer illness code  self-reported: type 2 diabetes	337159.0	Males and Females	ieu-a-1127	175475.0	69501	1.62841918660626e-40	12.841490541108	0.963622401668924
ukb-a-75	Non-cancer illness code  self-reported: type 2 diabetes	337159.0	Males and Females	ieu-a-1129	106776.0	61282	2.27910451431335e-13	11.8776938125983	1.62013209716107
ukb-a-75	Non-cancer illness code  self-reported: type 2 diabetes	337159.0	Males and Females	ieu-a-1130	89677.0	46785	4.12620778482752e-11	13.9666335537407	2.11632545667928
ukb-a-75	Non-cancer illness code  self-reported: type 2 diabetes	337159.0	Males and Females	ieu-a-1132	83691.0	38197	5.67831447197681e-14	12.5780585254621	1.67366152032371
ukb-a-75	Non-cancer illness code  self-reported: type 2 diabetes	337159.0	Males and Females	ieu-a-1131	32498.0	14910	2.61427133544702e-11	28.8340957664811	4.32502282119682
ukb-a-91	Non-cancer illness code  self-reported: uterine fibroids	337159.0	Males and Females	ieu-a-1137	22068.0	4480	2.38841267183273e-20	9.22566559055716	0.998084053057011
ukb-a-110	Non-cancer illness code  self-reported: varicose veins	337159.0	Males and Females	ieu-a-1135	55149.0	9655	3.47465641709193e-15	20.7850849143226	2.64019495332101
ukb-a-110	Non-cancer illness code  self-reported: varicose veins	337159.0	Males and Females	ukb-a-55	337159.0	7480	1.07519189971978e-08	-0.137770059356133	0.0240923300771793
ukb-a-304	Number of children fathered	154888.0	Males and Females	ieu-a-1132	83691.0	38197	2.61626219345636e-11	-0.795800588659063	0.119369563050619
ukb-a-304	Number of children fathered	154888.0	Males and Females	ieu-a-1131	32498.0	14910	2.94596637369726e-248	0.0466526695167915	0.0013863398039484
ukb-a-304	Number of children fathered	154888.0	Males and Females	ieu-a-1137	22068.0	4480	1.51369188695796e-23	-2.32346756147186	0.232331186278865
ukb-a-342	Number of cigarettes currently smoked daily (current cigarette smokers)	23205.0	Males and Females	ieu-a-1137	22068.0	4480	5.95961292302275e-09	-0.445252672135078	0.0765316796711777
ukb-a-342	Number of cigarettes currently smoked daily (current cigarette smokers)	23205.0	Males and Females	ukb-a-55	337159.0	7480	7.84709430221802e-08	-0.00557840900460991	0.00103869196707499
ukb-a-328	Number of cigarettes previously smoked daily	78291.0	Males and Females	ukb-a-55	337159.0	7480	1.69976218013568e-16	-0.00750220237955722	0.000910288850371663
ukb-a-328	Number of cigarettes previously smoked daily	78291.0	Males and Females	ieu-a-1137	22068.0	4480	1.56429375826321e-07	-0.470971088046773	0.0897972657585256
ieu-a-91	Obesity class 2	72546.0	Males and Females	ieu-a-1129	106776.0	61282	5.24858570565183e-06	-0.133139705882353	0.0292319336330275
ieu-a-91	Obesity class 2	72546.0	Males and Females	ieu-a-1130	89677.0	46785	3.68891437071219e-06	-0.163329148576697	0.0352901380613906
ieu-a-92	Obesity class 3	50364.0	Males and Females	ukb-a-55	337159.0	7480	9.53970592788091e-08	-0.00517856710355825	0.000970626993582136
ieu-a-93	Overweight	158855.0	Males and Females	ieu-a-1129	106776.0	61282	5.44871542054067e-07	-0.282505273778531	0.0563905501822955
ieu-a-803	PGC cross-disorder traits	61220.0	Males and Females	ieu-a-1132	83691.0	38197	1.60286167373313e-08	-0.0882417479055438	0.0156175294654256
ieu-a-803	PGC cross-disorder traits	61220.0	Males and Females	ieu-a-1131	32498.0	14910	2.96302397214828e-06	0.207477971506681	0.044395827621121
ukb-a-472	Pain type(s) experienced in last month: Neck or shoulder pain	336650.0	Males and Females	ieu-a-1132	83691.0	38197	2.37964286300003e-06	0.11647735378013	0.0246869262733096
ukb-a-472	Pain type(s) experienced in last month: Neck or shoulder pain	336650.0	Males and Females	ieu-a-1135	55149.0	9655	4.46239885658647e-229	1.20425737612676	0.0372674727849551
ukb-a-472	Pain type(s) experienced in last month: Neck or shoulder pain	336650.0	Males and Females	ieu-a-1131	32498.0	14910	6.96211267900703e-62	-1.1824691331077	0.0712328221884376
ukb-a-472	Pain type(s) experienced in last month: Neck or shoulder pain	336650.0	Males and Females	ieu-a-1128	127442.0	21468	6.41193398620095e-19	0.319852143838432	0.0360005130125571
ukb-a-197	Prospective memory result	111099.0	Males and Females	ieu-a-1132	83691.0	38197	3.21217966242809e-06	0.0302862779368206	0.00650371728991847
ukb-a-197	Prospective memory result	111099.0	Males and Females	ieu-a-1137	22068.0	4480	2.98159216658616e-09	-3.57505135018312	0.602610360597796
ukb-a-365	Pulse wave peak to peak time	110099.0	Males and Females	ieu-a-1131	32498.0	14910	6.46330040608411e-135	-0.847560061056635	0.0342859277378311
ukb-a-365	Pulse wave peak to peak time	110099.0	Males and Females	ukb-a-519	337199.0	5510	1.16213254658541e-41	-0.0196858766750156	0.00145585656804216
ukb-a-365	Pulse wave peak to peak time	110099.0	Males and Females	ukb-a-55	337159.0	7480	1.07722870289639e-190	-0.0299800399128698	0.00101781524176668
